dataset,method,n_clusters,n_classes,largest_cluster_frac,cluster_collapse,cluster_degenerate,unique_mapped_classes,mapping_collapse,rf_train_bal_acc_on_pseudo,rf_underfit_pseudo,unique_predicted_classes,bal_acc,majority_baseline_bal,gt_acc,lse_ratio,lse_lift,beats_majority,matches_majority,gt_beats_majority,failed,error
JapaneseVowels,kmeans,2.0,2.0,0.507,False,False,2.0,False,1.0,False,2.0,0.563,0.5,0.963,0.584,0.136,True,False,True,,
JapaneseVowels,dbscan,14.0,2.0,0.988,False,True,2.0,False,1.0,False,1.0,0.5,0.5,0.963,0.519,0.0,False,True,True,,
JapaneseVowels,agg,2.0,2.0,0.598,False,False,2.0,False,1.0,False,2.0,0.597,0.5,0.963,0.62,0.209,True,False,True,,
JapaneseVowels,gmm,2.0,2.0,0.526,False,False,2.0,False,1.0,False,2.0,0.464,0.5,0.963,0.482,-0.077,False,False,True,,
JapaneseVowels,autoenc,2.0,2.0,0.535,False,False,2.0,False,1.0,False,2.0,0.556,0.5,0.963,0.578,0.122,True,False,True,,
JapaneseVowels,dictlearn,2.0,2.0,0.62,False,False,2.0,False,1.0,False,2.0,0.519,0.5,0.963,0.539,0.042,True,False,True,,
breast-tissue,kmeans,6.0,6.0,0.238,False,False,6.0,False,1.0,False,5.0,0.306,0.167,0.392,0.78,0.617,True,False,True,,
breast-tissue,dbscan,3.0,6.0,0.714,True,False,3.0,True,1.0,False,2.0,0.167,0.167,0.392,0.426,0.0,False,True,True,,
breast-tissue,agg,6.0,6.0,0.226,False,False,6.0,False,1.0,False,6.0,0.339,0.167,0.392,0.865,0.765,True,False,True,,
breast-tissue,gmm,6.0,6.0,0.25,False,False,6.0,False,1.0,False,5.0,0.242,0.167,0.392,0.617,0.333,True,False,True,,
breast-tissue,autoenc,6.0,6.0,0.226,False,False,6.0,False,1.0,False,6.0,0.264,0.167,0.392,0.674,0.432,True,False,True,,
breast-tissue,dictlearn,6.0,6.0,0.202,False,False,6.0,False,1.0,False,6.0,0.089,0.167,0.392,0.227,-0.346,False,False,True,,
jungle_chess_2pcs_endgame_panther_elephant,kmeans,3.0,3.0,0.466,False,False,3.0,False,1.0,False,3.0,0.502,0.333,0.974,0.516,0.264,True,False,True,,
jungle_chess_2pcs_endgame_panther_elephant,dbscan,7.0,3.0,0.493,False,False,3.0,False,1.0,False,3.0,0.46,0.333,0.974,0.472,0.198,True,False,True,,
jungle_chess_2pcs_endgame_panther_elephant,agg,3.0,3.0,0.446,False,False,3.0,False,1.0,False,3.0,0.498,0.333,0.974,0.511,0.256,True,False,True,,
jungle_chess_2pcs_endgame_panther_elephant,gmm,3.0,3.0,0.374,False,False,3.0,False,1.0,False,3.0,0.666,0.333,0.974,0.683,0.519,True,False,True,,
jungle_chess_2pcs_endgame_panther_elephant,autoenc,3.0,3.0,0.511,False,False,3.0,False,1.0,False,3.0,0.37,0.333,0.974,0.38,0.058,True,False,True,,
jungle_chess_2pcs_endgame_panther_elephant,dictlearn,3.0,3.0,0.41,False,False,3.0,False,1.0,False,3.0,0.335,0.333,0.974,0.344,0.003,False,True,True,,
vehicle_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,kmeans,4.0,4.0,0.386,False,False,4.0,False,1.0,False,3.0,0.39,0.25,0.737,0.529,0.287,True,False,True,,
vehicle_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,dbscan,2.0,4.0,0.988,True,True,2.0,True,1.0,False,2.0,0.256,0.25,0.737,0.347,0.012,False,True,True,,
vehicle_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,agg,4.0,4.0,0.503,False,False,4.0,False,1.0,False,3.0,0.388,0.25,0.737,0.526,0.283,True,False,True,,
vehicle_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,gmm,4.0,4.0,0.355,False,False,4.0,False,1.0,False,4.0,0.383,0.25,0.737,0.52,0.274,True,False,True,,
vehicle_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,autoenc,4.0,4.0,0.388,False,False,4.0,False,1.0,False,3.0,0.378,0.25,0.737,0.513,0.263,True,False,True,,
vehicle_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,dictlearn,4.0,4.0,0.351,False,False,4.0,False,1.0,False,4.0,0.345,0.25,0.737,0.468,0.195,True,False,True,,
Multiclass_Classification_for_Corporate_Credit_Ratings,kmeans,10.0,10.0,0.169,False,False,10.0,False,1.0,False,10.0,0.374,0.1,0.786,0.476,0.399,True,False,True,,
Multiclass_Classification_for_Corporate_Credit_Ratings,dbscan,3.0,10.0,0.985,True,True,3.0,True,1.0,False,3.0,0.107,0.1,0.786,0.136,0.01,False,True,True,,
Multiclass_Classification_for_Corporate_Credit_Ratings,agg,10.0,10.0,0.231,False,False,10.0,False,1.0,False,10.0,0.374,0.1,0.786,0.476,0.399,True,False,True,,
Multiclass_Classification_for_Corporate_Credit_Ratings,gmm,10.0,10.0,0.187,False,False,10.0,False,1.0,False,10.0,0.595,0.1,0.786,0.757,0.722,True,False,True,,
Multiclass_Classification_for_Corporate_Credit_Ratings,autoenc,10.0,10.0,0.173,False,False,10.0,False,1.0,False,10.0,0.381,0.1,0.786,0.485,0.41,True,False,True,,
Multiclass_Classification_for_Corporate_Credit_Ratings,dictlearn,10.0,10.0,0.148,False,False,10.0,False,1.0,False,10.0,0.342,0.1,0.786,0.435,0.353,True,False,True,,
churn,kmeans,2.0,2.0,0.506,False,False,2.0,False,1.0,False,2.0,0.566,0.5,0.762,0.743,0.252,True,False,True,,
churn,dbscan,2.0,2.0,0.997,False,True,2.0,False,1.0,False,1.0,0.5,0.5,0.762,0.656,0.0,False,True,True,,
churn,agg,2.0,2.0,0.717,False,False,2.0,False,1.0,False,2.0,0.547,0.5,0.762,0.718,0.18,True,False,True,,
churn,gmm,2.0,2.0,0.734,False,False,2.0,False,1.0,False,2.0,0.421,0.5,0.762,0.552,-0.303,False,False,True,,
churn,autoenc,2.0,2.0,0.733,False,False,2.0,False,1.0,False,2.0,0.421,0.5,0.762,0.552,-0.303,False,False,True,,
churn,dictlearn,2.0,2.0,0.63,False,False,2.0,False,1.0,False,2.0,0.483,0.5,0.762,0.633,-0.065,False,False,True,,
prnn_fglass,kmeans,6.0,6.0,0.48,False,False,6.0,False,1.0,False,5.0,0.365,0.167,0.687,0.531,0.381,True,False,True,,
prnn_fglass,dbscan,3.0,6.0,0.883,True,False,3.0,True,1.0,False,3.0,0.222,0.167,0.687,0.323,0.107,True,False,True,,
prnn_fglass,agg,6.0,6.0,0.456,False,False,6.0,False,1.0,False,5.0,0.335,0.167,0.687,0.487,0.323,True,False,True,,
prnn_fglass,gmm,6.0,6.0,0.515,False,False,6.0,False,1.0,False,5.0,0.337,0.167,0.687,0.491,0.328,True,False,True,,
prnn_fglass,autoenc,6.0,6.0,0.474,False,False,6.0,False,1.0,False,5.0,0.301,0.167,0.687,0.438,0.258,True,False,True,,
prnn_fglass,dictlearn,6.0,6.0,0.421,False,False,6.0,False,1.0,False,6.0,0.298,0.167,0.687,0.433,0.252,True,False,True,,
FOREX_eurrub-hour-Close,kmeans,2.0,2.0,0.573,False,False,2.0,False,1.0,False,2.0,0.52,0.5,0.61,0.853,0.186,True,False,True,,
FOREX_eurrub-hour-Close,dbscan,64.0,2.0,0.941,False,True,2.0,False,1.0,False,2.0,0.503,0.5,0.61,0.824,0.026,False,True,True,,
FOREX_eurrub-hour-Close,agg,,,,,,,,,,,,,,,,,,,True,"Unable to allocate 4.58 GiB for an array with shape (614584270,) and data type float64"
FOREX_eurrub-hour-Close,gmm,2.0,2.0,0.719,False,False,2.0,False,1.0,False,2.0,0.605,0.5,0.61,0.991,0.951,True,False,True,,
FOREX_eurrub-hour-Close,autoenc,2.0,2.0,0.572,False,False,2.0,False,1.0,False,2.0,0.519,0.5,0.61,0.851,0.174,True,False,True,,
FOREX_eurrub-hour-Close,dictlearn,2.0,2.0,0.596,False,False,2.0,False,1.0,False,2.0,0.565,0.5,0.61,0.926,0.591,True,False,True,,
tecator,kmeans,2.0,2.0,0.672,False,False,2.0,False,1.0,False,2.0,0.557,0.5,0.914,0.609,0.138,True,False,True,,
tecator,dbscan,3.0,2.0,0.781,False,False,2.0,False,1.0,False,2.0,0.511,0.5,0.914,0.559,0.026,True,False,True,,
tecator,agg,2.0,2.0,0.844,False,False,2.0,False,1.0,False,2.0,0.511,0.5,0.914,0.559,0.026,True,False,True,,
tecator,gmm,2.0,2.0,0.724,False,False,2.0,False,1.0,False,2.0,0.661,0.5,0.914,0.723,0.388,True,False,True,,
tecator,autoenc,2.0,2.0,0.734,False,False,2.0,False,1.0,False,2.0,0.55,0.5,0.914,0.602,0.121,True,False,True,,
tecator,dictlearn,2.0,2.0,0.885,False,False,2.0,False,1.0,False,2.0,0.582,0.5,0.914,0.637,0.198,True,False,True,,
German-Credit-Data-Creditability-Preprocessed-Dataset,kmeans,2.0,2.0,0.745,False,False,2.0,False,1.0,False,2.0,0.569,0.5,0.693,0.821,0.358,True,False,True,,
German-Credit-Data-Creditability-Preprocessed-Dataset,dbscan,3.0,2.0,0.963,False,True,2.0,False,1.0,False,2.0,0.513,0.5,0.693,0.741,0.068,True,False,True,,
German-Credit-Data-Creditability-Preprocessed-Dataset,agg,2.0,2.0,0.721,False,False,2.0,False,1.0,False,2.0,0.548,0.5,0.693,0.79,0.247,True,False,True,,
German-Credit-Data-Creditability-Preprocessed-Dataset,gmm,2.0,2.0,0.824,False,False,2.0,False,1.0,False,2.0,0.488,0.5,0.693,0.704,-0.062,False,False,True,,
German-Credit-Data-Creditability-Preprocessed-Dataset,autoenc,2.0,2.0,0.713,False,False,2.0,False,1.0,False,2.0,0.552,0.5,0.693,0.797,0.272,True,False,True,,
German-Credit-Data-Creditability-Preprocessed-Dataset,dictlearn,2.0,2.0,0.651,False,False,2.0,False,1.0,False,2.0,0.463,0.5,0.693,0.668,-0.191,False,False,True,,
analcatdata_wildcat,kmeans,2.0,2.0,0.592,False,False,2.0,False,1.0,False,2.0,0.641,0.5,0.813,0.789,0.451,True,False,True,,
analcatdata_wildcat,dbscan,3.0,2.0,0.777,False,False,2.0,False,1.0,False,2.0,0.678,0.5,0.813,0.834,0.569,True,False,True,,
analcatdata_wildcat,agg,2.0,2.0,0.592,False,False,2.0,False,1.0,False,2.0,0.641,0.5,0.813,0.789,0.451,True,False,True,,
analcatdata_wildcat,gmm,2.0,2.0,0.592,False,False,2.0,False,1.0,False,2.0,0.641,0.5,0.813,0.789,0.451,True,False,True,,
analcatdata_wildcat,autoenc,2.0,2.0,0.592,False,False,2.0,False,1.0,False,2.0,0.641,0.5,0.813,0.789,0.451,True,False,True,,
analcatdata_wildcat,dictlearn,2.0,2.0,0.885,False,False,2.0,False,1.0,False,2.0,0.678,0.5,0.813,0.834,0.569,True,False,True,,
eye_movements,kmeans,2.0,2.0,0.577,False,False,2.0,False,1.0,False,2.0,0.523,0.5,0.609,0.859,0.211,True,False,True,,
eye_movements,dbscan,8.0,2.0,0.976,False,True,2.0,False,1.0,False,2.0,0.499,0.5,0.609,0.82,-0.006,False,True,True,,
eye_movements,agg,2.0,2.0,0.564,False,False,2.0,False,1.0,False,2.0,0.511,0.5,0.609,0.839,0.102,True,False,True,,
eye_movements,gmm,2.0,2.0,0.616,False,False,2.0,False,1.0,False,2.0,0.519,0.5,0.609,0.852,0.175,True,False,True,,
eye_movements,autoenc,2.0,2.0,0.964,False,True,2.0,False,1.0,False,2.0,0.501,0.5,0.609,0.822,0.006,False,True,True,,
eye_movements,dictlearn,2.0,2.0,0.89,False,False,2.0,False,1.0,False,2.0,0.491,0.5,0.609,0.806,-0.084,False,True,True,,
differentiated_thyroid_cancer_recurrence,kmeans,2.0,2.0,0.676,False,False,2.0,False,1.0,False,2.0,0.664,0.5,0.573,1.159,2.25,True,False,True,,
differentiated_thyroid_cancer_recurrence,dbscan,15.0,2.0,0.284,False,False,2.0,False,1.0,False,2.0,0.618,0.5,0.573,1.079,1.625,True,False,True,,
differentiated_thyroid_cancer_recurrence,agg,2.0,2.0,0.693,False,False,2.0,False,1.0,False,2.0,0.664,0.5,0.573,1.159,2.25,True,False,True,,
differentiated_thyroid_cancer_recurrence,gmm,2.0,2.0,0.676,False,False,2.0,False,1.0,False,2.0,0.664,0.5,0.573,1.159,2.25,True,False,True,,
differentiated_thyroid_cancer_recurrence,autoenc,2.0,2.0,0.699,False,False,2.0,False,1.0,False,2.0,0.664,0.5,0.573,1.159,2.25,True,False,True,,
differentiated_thyroid_cancer_recurrence,dictlearn,1.0,2.0,1.0,True,True,1.0,True,1.0,False,1.0,0.5,0.5,0.573,0.873,0.0,False,True,True,,
news_channel,kmeans,6.0,6.0,0.406,False,False,6.0,False,1.0,False,5.0,0.205,0.167,0.411,0.5,0.158,True,False,True,,
news_channel,dbscan,17.0,6.0,0.955,False,True,6.0,False,1.0,False,6.0,0.173,0.167,0.411,0.421,0.026,False,True,True,,
news_channel,agg,,,,,,,,,,,,,,,,,,,True,"Unable to allocate 1004. MiB for an array with shape (131649651,) and data type float64"
news_channel,gmm,,,,,,,,,,,,,,,,,,,True,"Unable to allocate 1.98 MiB for an array with shape (16227, 16) and data type float64"
news_channel,autoenc,6.0,6.0,0.54,False,False,6.0,False,1.0,False,5.0,0.225,0.167,0.411,0.548,0.239,True,False,True,,
news_channel,dictlearn,6.0,6.0,0.511,False,False,6.0,False,1.0,False,6.0,0.202,0.167,0.411,0.491,0.144,True,False,True,,
vertebra-column,kmeans,3.0,3.0,0.48,False,False,3.0,False,1.0,False,3.0,0.411,0.333,0.828,0.497,0.157,True,False,True,,
vertebra-column,dbscan,2.0,3.0,0.851,True,False,2.0,True,1.0,False,2.0,0.389,0.333,0.828,0.47,0.112,True,False,True,,
vertebra-column,agg,3.0,3.0,0.504,False,False,3.0,False,1.0,False,3.0,0.489,0.333,0.828,0.591,0.315,True,False,True,,
vertebra-column,gmm,3.0,3.0,0.492,False,False,3.0,False,1.0,False,3.0,0.644,0.333,0.828,0.779,0.629,True,False,True,,
vertebra-column,autoenc,3.0,3.0,0.448,False,False,3.0,False,1.0,False,3.0,0.456,0.333,0.828,0.55,0.247,True,False,True,,
vertebra-column,dictlearn,3.0,3.0,0.754,False,False,3.0,False,1.0,False,3.0,0.433,0.333,0.828,0.523,0.202,True,False,True,,
gas-drift,kmeans,6.0,6.0,0.457,False,False,6.0,False,1.0,False,5.0,0.352,0.167,0.995,0.353,0.223,True,False,True,,
gas-drift,dbscan,95.0,6.0,0.668,False,False,6.0,False,1.0,False,6.0,0.272,0.167,0.995,0.274,0.127,True,False,True,,
gas-drift,agg,6.0,6.0,0.406,False,False,6.0,False,1.0,False,5.0,0.388,0.167,0.995,0.39,0.267,True,False,True,,
gas-drift,gmm,6.0,6.0,0.381,False,False,6.0,False,1.0,False,5.0,0.427,0.167,0.995,0.429,0.314,True,False,True,,
gas-drift,autoenc,6.0,6.0,0.525,False,False,6.0,False,1.0,False,6.0,0.349,0.167,0.995,0.351,0.22,True,False,True,,
gas-drift,dictlearn,6.0,6.0,0.43,False,False,6.0,False,1.0,False,5.0,0.383,0.167,0.995,0.385,0.261,True,False,True,,
MiniBooNE,kmeans,2.0,2.0,0.998,False,True,2.0,False,1.0,False,2.0,0.502,0.5,0.932,0.539,0.005,False,True,True,,
MiniBooNE,dbscan,21.0,2.0,0.975,False,True,2.0,False,1.0,False,2.0,0.501,0.5,0.932,0.538,0.003,False,True,True,,
MiniBooNE,agg,,,,,,,,,,,,,,,,,,,True,"Unable to allocate 12.7 GiB for an array with shape (1705134003,) and data type float64"
MiniBooNE,gmm,2.0,2.0,0.956,False,True,2.0,False,1.0,False,2.0,0.527,0.5,0.932,0.565,0.062,True,False,True,,
MiniBooNE,autoenc,2.0,2.0,0.998,False,True,2.0,False,1.0,False,2.0,0.502,0.5,0.932,0.539,0.005,False,True,True,,
MiniBooNE,dictlearn,2.0,2.0,0.757,False,False,2.0,False,1.0,False,2.0,0.649,0.5,0.932,0.697,0.345,True,False,True,,
FOREX_eurcad-hour-High,kmeans,2.0,2.0,0.674,False,False,2.0,False,1.0,False,2.0,0.499,0.5,0.625,0.798,-0.009,False,True,True,,
FOREX_eurcad-hour-High,dbscan,67.0,2.0,0.941,False,True,2.0,False,1.0,False,2.0,0.502,0.5,0.625,0.803,0.019,False,True,True,,
FOREX_eurcad-hour-High,agg,,,,,,,,,,,,,,,,,,,True,unable to allocate array data.
FOREX_eurcad-hour-High,gmm,2.0,2.0,0.893,False,False,2.0,False,1.0,False,2.0,0.509,0.5,0.625,0.814,0.071,False,True,True,,
FOREX_eurcad-hour-High,autoenc,2.0,2.0,0.684,False,False,2.0,False,1.0,False,2.0,0.496,0.5,0.625,0.793,-0.032,False,True,True,,
FOREX_eurcad-hour-High,dictlearn,2.0,2.0,0.836,False,False,2.0,False,1.0,False,2.0,0.502,0.5,0.625,0.802,0.014,False,True,True,,
gas-drift-different-concentrations,kmeans,6.0,6.0,0.456,False,False,6.0,False,1.0,False,5.0,0.351,0.167,0.995,0.353,0.223,True,False,True,,
gas-drift-different-concentrations,dbscan,97.0,6.0,0.666,False,False,6.0,False,1.0,False,6.0,0.261,0.167,0.995,0.262,0.114,True,False,True,,
gas-drift-different-concentrations,agg,6.0,6.0,0.412,False,False,6.0,False,1.0,False,5.0,0.326,0.167,0.995,0.327,0.192,True,False,True,,
gas-drift-different-concentrations,gmm,6.0,6.0,0.375,False,False,6.0,False,1.0,False,5.0,0.42,0.167,0.995,0.422,0.306,True,False,True,,
gas-drift-different-concentrations,autoenc,6.0,6.0,0.666,False,False,6.0,False,1.0,False,5.0,0.325,0.167,0.995,0.326,0.191,True,False,True,,
gas-drift-different-concentrations,dictlearn,6.0,6.0,0.436,False,False,6.0,False,1.0,False,5.0,0.38,0.167,0.995,0.382,0.257,True,False,True,,
pendigits,kmeans,2.0,2.0,0.607,False,False,2.0,False,1.0,False,2.0,0.28,0.5,0.989,0.283,-0.451,False,False,True,,
pendigits,dbscan,16.0,2.0,0.808,False,False,2.0,False,1.0,False,2.0,0.478,0.5,0.989,0.483,-0.046,False,False,True,,
pendigits,agg,2.0,2.0,0.796,False,False,2.0,False,1.0,False,2.0,0.393,0.5,0.989,0.397,-0.22,False,False,True,,
pendigits,gmm,2.0,2.0,0.587,False,False,2.0,False,1.0,False,2.0,0.73,0.5,0.989,0.738,0.47,True,False,True,,
pendigits,autoenc,2.0,2.0,0.574,False,False,2.0,False,1.0,False,2.0,0.737,0.5,0.989,0.745,0.484,True,False,True,,
pendigits,dictlearn,2.0,2.0,0.567,False,False,2.0,False,1.0,False,2.0,0.813,0.5,0.989,0.823,0.641,True,False,True,,
zoo,kmeans,5.0,7.0,0.362,True,False,5.0,True,1.0,False,4.0,0.554,0.143,0.571,0.969,0.958,True,False,True,,
zoo,dbscan,5.0,7.0,0.362,True,False,5.0,True,1.0,False,4.0,0.554,0.143,0.571,0.969,0.958,True,False,True,,
zoo,agg,7.0,7.0,0.362,False,False,7.0,False,0.714,True,4.0,0.554,0.143,0.571,0.969,0.958,True,False,True,,
zoo,gmm,5.0,7.0,0.362,True,False,5.0,True,1.0,False,4.0,0.554,0.143,0.571,0.969,0.958,True,False,True,,
zoo,autoenc,5.0,7.0,0.362,True,False,5.0,True,1.0,False,4.0,0.554,0.143,0.571,0.969,0.958,True,False,True,,
zoo,dictlearn,1.0,7.0,1.0,True,True,1.0,True,1.0,False,1.0,0.143,0.143,0.571,0.25,0.0,False,True,True,,
Advanced_IoT_Dataset,kmeans,6.0,6.0,0.224,False,False,6.0,False,1.0,False,6.0,0.669,0.167,1.0,0.669,0.603,True,False,True,,
Advanced_IoT_Dataset,dbscan,25.0,6.0,0.057,False,False,6.0,False,1.0,False,6.0,0.435,0.167,1.0,0.435,0.322,True,False,True,,
Advanced_IoT_Dataset,agg,6.0,6.0,0.278,False,False,6.0,False,1.0,False,6.0,0.723,0.167,1.0,0.723,0.667,True,False,True,,
Advanced_IoT_Dataset,gmm,6.0,6.0,0.277,False,False,6.0,False,1.0,False,6.0,0.612,0.167,1.0,0.612,0.534,True,False,True,,
Advanced_IoT_Dataset,autoenc,6.0,6.0,0.224,False,False,6.0,False,1.0,False,6.0,0.725,0.167,1.0,0.725,0.67,True,False,True,,
Advanced_IoT_Dataset,dictlearn,6.0,6.0,0.225,False,False,6.0,False,1.0,False,6.0,0.609,0.167,1.0,0.609,0.531,True,False,True,,
bank-marketing,kmeans,2.0,2.0,0.847,False,False,2.0,False,1.0,False,2.0,0.581,0.5,0.633,0.917,0.605,True,False,True,,
bank-marketing,dbscan,24.0,2.0,0.983,False,True,2.0,False,1.0,False,2.0,0.504,0.5,0.633,0.796,0.028,False,True,True,,
bank-marketing,agg,,,,,,,,,,,,,,,,,,,True,unable to allocate array data.
bank-marketing,gmm,2.0,2.0,0.807,False,False,2.0,False,1.0,False,2.0,0.61,0.5,0.633,0.964,0.83,True,False,True,,
bank-marketing,autoenc,2.0,2.0,0.848,False,False,2.0,False,1.0,False,2.0,0.58,0.5,0.633,0.916,0.601,True,False,True,,
bank-marketing,dictlearn,2.0,2.0,0.902,False,True,2.0,False,1.0,False,2.0,0.477,0.5,0.633,0.753,-0.175,False,False,True,,
electricity,kmeans,2.0,2.0,0.633,False,False,2.0,False,1.0,False,2.0,0.631,0.5,0.883,0.714,0.341,True,False,True,,
electricity,dbscan,52.0,2.0,0.383,False,False,2.0,False,1.0,False,2.0,0.514,0.5,0.883,0.582,0.036,True,False,True,,
electricity,agg,,,,,,,,,,,,,,,,,,,True,unable to allocate array data.
electricity,gmm,2.0,2.0,0.971,False,True,2.0,False,1.0,False,2.0,0.529,0.5,0.883,0.599,0.075,True,False,True,,
electricity,autoenc,2.0,2.0,0.664,False,False,2.0,False,1.0,False,2.0,0.631,0.5,0.883,0.714,0.341,True,False,True,,
electricity,dictlearn,2.0,2.0,0.945,False,True,2.0,False,1.0,False,2.0,0.554,0.5,0.883,0.627,0.14,True,False,True,,
online-shoppers-intention,kmeans,2.0,2.0,0.844,False,False,2.0,False,1.0,False,2.0,0.569,0.5,0.729,0.781,0.303,True,False,True,,
online-shoppers-intention,dbscan,7.0,2.0,0.983,False,True,2.0,False,1.0,False,2.0,0.5,0.5,0.729,0.686,0.0,False,True,True,,
online-shoppers-intention,agg,2.0,2.0,0.928,False,True,2.0,False,1.0,False,2.0,0.462,0.5,0.729,0.634,-0.166,False,False,True,,
online-shoppers-intention,gmm,2.0,2.0,0.629,False,False,2.0,False,1.0,False,2.0,0.788,0.5,0.729,1.081,1.259,True,False,True,,
online-shoppers-intention,autoenc,2.0,2.0,0.884,False,False,2.0,False,1.0,False,2.0,0.594,0.5,0.729,0.815,0.411,True,False,True,,
online-shoppers-intention,dictlearn,2.0,2.0,0.833,False,False,2.0,False,1.0,False,2.0,0.496,0.5,0.729,0.681,-0.017,False,True,True,,
mfeat-factors_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,kmeans,10.0,10.0,0.19,False,False,10.0,False,1.0,False,10.0,0.685,0.1,0.967,0.708,0.674,True,False,True,,
mfeat-factors_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,dbscan,2.0,10.0,0.991,True,True,2.0,True,1.0,False,2.0,0.102,0.1,0.967,0.106,0.003,False,True,True,,
mfeat-factors_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,agg,10.0,10.0,0.194,False,False,10.0,False,1.0,False,10.0,0.64,0.1,0.967,0.661,0.622,True,False,True,,
mfeat-factors_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,gmm,10.0,10.0,0.19,False,False,10.0,False,1.0,False,10.0,0.685,0.1,0.967,0.708,0.674,True,False,True,,
mfeat-factors_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,autoenc,10.0,10.0,0.195,False,False,10.0,False,1.0,False,10.0,0.735,0.1,0.967,0.76,0.732,True,False,True,,
mfeat-factors_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,dictlearn,10.0,10.0,0.142,False,False,10.0,False,1.0,False,10.0,0.66,0.1,0.967,0.682,0.646,True,False,True,,
LED-display-domain-7digit,kmeans,10.0,10.0,0.193,False,False,10.0,False,1.0,False,10.0,0.575,0.1,0.696,0.826,0.797,True,False,True,,
LED-display-domain-7digit,dbscan,17.0,10.0,0.207,False,False,10.0,False,1.0,False,10.0,0.376,0.1,0.696,0.54,0.463,True,False,True,,
LED-display-domain-7digit,agg,10.0,10.0,0.155,False,False,10.0,False,1.0,False,10.0,0.508,0.1,0.696,0.73,0.684,True,False,True,,
LED-display-domain-7digit,gmm,10.0,10.0,0.147,False,False,10.0,False,1.0,False,10.0,0.527,0.1,0.696,0.757,0.716,True,False,True,,
LED-display-domain-7digit,autoenc,10.0,10.0,0.172,False,False,10.0,False,1.0,False,10.0,0.524,0.1,0.696,0.752,0.71,True,False,True,,
LED-display-domain-7digit,dictlearn,10.0,10.0,0.15,False,False,10.0,False,1.0,False,10.0,0.571,0.1,0.696,0.82,0.789,True,False,True,,
Apple_Stock_Price_Trends_Classification,kmeans,3.0,3.0,0.375,False,False,3.0,False,1.0,False,3.0,0.366,0.333,0.349,1.047,2.032,True,False,False,,
Apple_Stock_Price_Trends_Classification,dbscan,2.0,3.0,0.666,True,False,2.0,True,1.0,False,2.0,0.35,0.333,0.349,1.002,1.041,True,False,False,,
Apple_Stock_Price_Trends_Classification,agg,3.0,3.0,0.474,False,False,3.0,False,1.0,False,3.0,0.378,0.333,0.349,1.083,2.823,True,False,False,,
Apple_Stock_Price_Trends_Classification,gmm,3.0,3.0,0.604,False,False,3.0,False,1.0,False,3.0,0.393,0.333,0.349,1.127,3.792,True,False,False,,
Apple_Stock_Price_Trends_Classification,autoenc,3.0,3.0,0.389,False,False,3.0,False,1.0,False,3.0,0.38,0.333,0.349,1.088,2.939,True,False,False,,
Apple_Stock_Price_Trends_Classification,dictlearn,3.0,3.0,0.421,False,False,3.0,False,1.0,False,3.0,0.308,0.333,0.349,0.883,-1.567,False,False,False,,
JapaneseVowels,kmeans,9.0,9.0,0.162,False,False,9.0,False,1.0,False,9.0,0.384,0.111,0.97,0.396,0.318,True,False,True,,
JapaneseVowels,dbscan,15.0,9.0,0.987,False,True,9.0,False,1.0,False,5.0,0.113,0.111,0.97,0.116,0.002,False,True,True,,
JapaneseVowels,agg,9.0,9.0,0.202,False,False,9.0,False,1.0,False,9.0,0.468,0.111,0.97,0.483,0.416,True,False,True,,
JapaneseVowels,gmm,9.0,9.0,0.203,False,False,9.0,False,1.0,False,9.0,0.505,0.111,0.97,0.521,0.459,True,False,True,,
JapaneseVowels,autoenc,9.0,9.0,0.183,False,False,9.0,False,1.0,False,9.0,0.323,0.111,0.97,0.333,0.246,True,False,True,,
JapaneseVowels,dictlearn,9.0,9.0,0.171,False,False,9.0,False,1.0,False,9.0,0.324,0.111,0.97,0.334,0.248,True,False,True,,
FOREX_audnzd-hour-High,kmeans,2.0,2.0,0.783,False,False,2.0,False,1.0,False,2.0,0.493,0.5,0.649,0.76,-0.046,False,True,True,,
FOREX_audnzd-hour-High,dbscan,72.0,2.0,0.749,False,False,2.0,False,1.0,False,2.0,0.496,0.5,0.649,0.765,-0.027,False,True,True,,
FOREX_audnzd-hour-High,agg,,,,,,,,,,,,,,,,,,,True,unable to allocate array data.
FOREX_audnzd-hour-High,gmm,2.0,2.0,0.783,False,False,2.0,False,1.0,False,2.0,0.493,0.5,0.649,0.76,-0.048,False,True,True,,
FOREX_audnzd-hour-High,autoenc,2.0,2.0,0.78,False,False,2.0,False,1.0,False,2.0,0.492,0.5,0.649,0.758,-0.053,False,True,True,,
