dataset_id,LSE_kmeans,LSE_dbscan,LSE_agg,LSE_gmm,LSE_autoenc,LSE_dictlearn,best_method,gt_accuracy,dl_mean_0,dl_mean_1,dl_mean_2,dl_mean_3,dl_mean_4,dl_mean_5,dl_mean_6,dl_mean_7,dl_mean_8,dl_mean_9,dl_var_0,dl_var_1,dl_var_2,dl_var_3,dl_var_4,dl_var_5,dl_var_6,dl_var_7,dl_var_8,dl_var_9,dl_mean_10,dl_mean_11,dl_mean_12,dl_mean_13,dl_mean_14,dl_mean_15,dl_mean_16,dl_mean_17,dl_mean_18,dl_mean_19,dl_var_10,dl_var_11,dl_var_12,dl_var_13,dl_var_14,dl_var_15,dl_var_16,dl_var_17,dl_var_18,dl_var_19
1551,0.375,0.375,0.6667,0.5833,0.3333,0.2917,agg,0.3,0.0140793962479265,0.0203352752113613,-0.0065298600451556,0.0101615955561076,0.0030205626742473,-0.0300696174245196,0.0025938935561661,-0.0052416824996648,-0.0040153451501158,0.0561056537936375,0.359565375648495,0.3742821730634196,0.3912529130552632,0.3852455915393593,0.3576566586952113,0.3558487114405765,0.3814286980056463,0.345048661863376,0.3593297679412401,0.3555695388785714,-0.0053207097160516,-0.0025696616163821,0.0179590804229097,-0.0024556600643982,0.0265707873337293,0.0057857759091953,,,,,0.337859016004182,0.3301627765348328,0.3445062716036884,0.3423931934266385,0.3104637060339546,0.3147670200537011,,,,
46382,0.3611,0.3333,0.3611,0.3889,0.4074,0.2963,autoenc,0.75,-0.0138350615597038,0.0589267097864611,0.0690562576093993,0.0154110123758426,0.0401213006959829,0.0724952902929409,0.0957889137040373,0.0744277789145116,0.0736181029839826,0.0121701758891498,0.0951686947015358,0.2521647285039804,0.5744684985368511,0.4838992380955961,0.9239785737144716,0.7980955221442713,0.7777839690919437,0.4897593154518936,0.2249427014080261,0.1024434098649715,0.0462461856971418,-0.0548751439524067,,,,,,,,,0.4074918274582388,0.0610769288107597,,,,,,,,
44513,0.3971,0.2441,0.3618,0.4118,0.3735,0.3059,gmm,0.85,-0.3634425315535743,0.3459358817870809,0.4820623330186015,-0.2662822574493571,0.2013148527415757,0.1819845587298203,-0.2556107655985885,0.2341264973967335,0.2373781642789843,0.2126797486856484,12.682449563896435,2.15188570166626,3.522903405832002,2.285820771477498,1.9095222611904277,1.2383795247623528,5.292391821219463,1.898273750932126,1.501821330571171,1.3986375576304717,,,,,,,,,,,,,,,,,,,,
44614,0.7842,1.0144,0.7698,0.7842,0.777,0.8129,dbscan,0.4712,0.0457075832216271,-0.0207121206546306,-0.0452760355969232,0.0300291947011289,-0.0125240473517975,-0.0123539110938138,-0.018704140574361,-0.007035107355284,,,0.0822427110519904,0.0181851875311417,0.08646972917286,0.0556396856469104,0.0192045696058093,0.0130798416162245,0.0118523003771841,0.0738256257259809,,,,,,,,,,,,,,,,,,,,,,
44616,0.7842,1.0144,0.7698,0.7842,0.777,0.8129,dbscan,0.4712,0.0457075832216271,-0.0207121206546306,-0.0452760355969232,0.0300291947011289,-0.0125240473517975,-0.0123539110938138,-0.018704140574361,-0.007035107355284,,,0.0822427110519904,0.0181851875311417,0.08646972917286,0.0556396856469104,0.0192045696058093,0.0130798416162245,0.0118523003771841,0.0738256257259809,,,,,,,,,,,,,,,,,,,,,,
377,0.5583,0.225,0.7,0.6583,0.5583,0.4,agg,1.0,0.7258104783804059,0.2649051549949585,0.1825760441351242,0.0034880816876484,-0.1915933965577823,-0.0095388510748569,0.1602492059443455,0.2211772331384146,0.206441249033567,0.5128981503051327,4.965487922178829,1.7224888567836425,1.173410494228477,1.892654314604107,1.1101287548549097,2.181010784784811,1.0108521233674632,1.5162123496788786,2.1242154493254457,3.2650543557908707,-0.0078322416269969,0.0680298804473204,,,,,,,,,1.7898974432051014,0.4901241828517743,,,,,,,,
40496,0.8286,0.5429,0.7429,0.7714,0.7571,0.8143,kmeans,0.7,-0.05494461143118,0.099144418370084,-0.0641909847527392,0.0918669157649321,-0.0223151822593636,-0.0116604001920819,0.0168507128420319,0.0483109126326262,-0.0013518637880763,-0.039709012791935,0.1071243195153184,0.1636157992222457,0.1055857275933587,0.1296410393059422,0.072729527745738,0.0536094351590227,0.0370117671709928,0.0705579891898522,0.0534114839766071,0.0970588591247756,-0.0021901168553545,-0.0030138277392959,0.0824763216318701,0.0154307897458894,0.1214516659217995,0.0696905623992564,0.049543580733124,-0.0310021889393759,0.019216889906449,0.1024533553135638,0.0675422153428146,0.0637934458293725,0.1738851497274711,0.088459155299686,0.2136533117824796,0.1391926415908512,0.0610671880538641,0.0868412451447205,0.0649972344117392,0.1610019631768447
40474,0.7039,0.9106,0.5056,0.6872,0.7514,0.662,dbscan,0.6393,0.0188148632141497,-0.0112955156819223,-0.0036238709717212,0.0877248433552357,0.0431576054593245,-0.0408228025330983,0.0110103466966347,-0.0357570267397805,-0.0112134165636464,-0.0133871119415287,0.1771326636138294,0.080814197062739,0.0614278221494149,0.8460219784805426,0.3943164949082619,0.1617995656972236,0.1786125986928959,0.1286362404830396,0.1310341292161422,0.092875442901266,,,,,,,,,,,,,,,,,,,,
685,1.0,1.125,0.75,1.25,0.875,0.625,gmm,0.3077,0.1358733938587252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4733283251920604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
46372,0.4695,0.1361,0.4771,0.7494,0.4746,0.4275,gmm,0.786,0.0626140107099252,0.0080124295488776,-0.0213467795599019,-0.0637630677146403,0.0054157716213957,0.0272902884747162,7.590366189814583e-05,0.0429495386519156,0.0503247986652643,0.0375791836051154,0.1493284367644131,0.0552545478581706,0.0748501364266882,0.1362861981687949,0.0369622820040301,0.0818218608832865,0.0541677449391374,0.0719692408863582,0.1239846271241486,0.053517328063309,0.0085040669045933,0.0240526128147969,0.0355176606743837,0.0505611949163483,0.0298445719433281,0.0541242399308514,0.0100930826942934,0.0407902913514368,0.0650255035280621,-0.0151778508374813,0.0291252874015432,0.0540789814475796,0.0674998423658693,0.1144857078341906,0.052518957165559,0.0966805187166515,0.0724949704176881,0.0583453032938874,0.1292827891416016,0.0456169605668222
1560,0.6388,0.9187,0.4689,0.6292,0.4809,0.4952,dbscan,0.9812,-0.1777356393261434,0.019455847692533,0.3401132031829708,-0.1845271003543848,-0.0722878984708173,0.1345673253965199,0.1914496385007076,-0.0583001573876552,,,1.4432389877819083,1.4983481313655571,2.176005767919085,1.1488779199295898,1.5096298118303142,0.837423973489605,0.986726735329024,1.118823860638586,,,,,,,,,,,,,,,,,,,,,,
43859,0.8889,0.7407,0.8889,1.037,0.9259,0.4444,gmm,0.9,-0.0840553865818673,-0.0409068024664298,0.1250277575352484,0.0691542029370615,0.0003188876991247,0.083056860202013,0.0381328548383348,-0.0804251233959466,,,0.2086382645043024,0.0322844001232871,0.1845520885535258,0.0614054396503685,0.0795524205438086,0.1234109369731993,0.146248620340087,0.1612660207656187,,,,,,,,,,,,,,,,,,,,,,
