dataset_id,LSE_kmeans,LSE_dbscan,LSE_agg,LSE_gmm,LSE_autoenc,LSE_dictlearn,best_method,gt_accuracy,n_instances_x,n_features_x,n_classes_x,skewness_mean_x,kurtosis_mean_x,mean_abs_pearson_x,class_entropy_x,imbalance_ratio_x,hopkins_x,intrinsic_dim_ratio_x,pca_var_pc1_x,inter_intra_ratio_x,silhouette_true_x,davies_bouldin_true_x,knn1_accuracy_x,decision_stump_accuracy_x,feature_sparsity_x,cv_mean_x,n_instances_y,n_features_y,n_classes_y,skewness_mean_y,kurtosis_mean_y,mean_abs_pearson_y,class_entropy_y,imbalance_ratio_y,hopkins_y,intrinsic_dim_ratio_y,pca_var_pc1_y,inter_intra_ratio_y,silhouette_true_y,davies_bouldin_true_y,knn1_accuracy_y,decision_stump_accuracy_y,feature_sparsity_y,cv_mean_y
44616,0.7842,1.0144,0.7698,0.7842,0.777,0.8129,dbscan,0.4712,1178.0,2.0,3.0,0.7173166296558782,1.3727251336498385,0.5335179379495879,0.9709247140011308,1.8909774436090223,0.9986686848337166,1.0,0.7667589689747939,0.4451771284010192,-0.0416338580027144,6.66239506877109,0.4363067109795571,0.4269962437901369,0.0,0.4925598143494539,1178.0,2.0,3.0,0.7173166296558782,1.3727251336498385,0.5335179379495879,0.9709247140011308,1.8909774436090223,0.9986686848337166,1.0,0.7667589689747939,0.4451771284010192,-0.0416338580027144,6.66239506877109,0.4363067109795571,0.4269962437901369,0.0,0.4925598143494539
377,0.5583,0.225,0.7,0.6583,0.5583,0.4,agg,1.0,480.0,60.0,6.0,0.1750687787830704,0.7054703376597953,0.4570227389213381,0.9999999999966512,1.0,1.0,0.4833333333333333,0.5250209153236974,11.708482298677438,0.141558951637326,2.0796735492749945,0.9791666666666666,0.3229166666666666,0.0061458333333333,0.3247334180458776,480.0,60.0,6.0,0.1750687787830704,0.7054703376597953,0.4570227389213381,0.9999999999966512,1.0,1.0,0.4833333333333333,0.5250209153236974,11.708482298677438,0.141558951637326,2.0796735492749945,0.9791666666666666,0.3229166666666666,0.0061458333333333,0.3247334180458776
40496,0.8286,0.5429,0.7429,0.7714,0.7571,0.8143,kmeans,0.7,400.0,7.0,10.0,0.819499324937407,1.3606605153213909,0.1635853782281568,0.9967132796697352,1.5862068965517242,0.9641892707692712,1.0,0.2826462095868705,3.2072383874504613,0.2185078583104192,1.5917420629527936,0.645,0.1974999999999999,0.0,0.7480018756944837,400.0,7.0,10.0,0.819499324937407,1.3606605153213909,0.1635853782281568,0.9967132796697352,1.5862068965517242,0.9641892707692712,1.0,0.2826462095868705,3.2072383874504613,0.2185078583104192,1.5917420629527936,0.645,0.1974999999999999,0.0,0.7480018756944837
40474,0.7039,0.9106,0.5056,0.6872,0.7514,0.662,dbscan,0.6393,2240.0,6.0,5.0,4.1942465065386445,70.21667341140473,0.2585294680632926,0.658349985347934,52.2,0.9999215024332206,0.8333333333333334,0.3895379306409088,1.5782893200938952,-0.125028096360391,6.62061223722228,0.5383928571428572,0.6433035714285714,0.1049107142857142,0.9638388697592388,2240.0,6.0,5.0,4.1942465065386445,70.21667341140473,0.2585294680632926,0.658349985347934,52.2,0.9999215024332206,0.8333333333333334,0.3895379306409088,1.5782893200938952,-0.125028096360391,6.62061223722228,0.5383928571428572,0.6433035714285714,0.1049107142857142,0.9638388697592388
685,1.0,1.125,0.75,1.25,0.875,0.625,gmm,0.3077,104.0,1.0,5.0,4.411212886891976,24.32293967322356,0.0,0.999883979903188,1.05,0.9566204062341532,1.0,1.0,1.3224894080553362,-0.1207349119299782,18.257631499024534,0.4223809523809524,0.3176190476190476,0.0,2.0994034300940587,104.0,1.0,5.0,4.411212886891976,24.32293967322356,0.0,0.999883979903188,1.05,0.9566204062341532,1.0,1.0,1.3224894080553362,-0.1207349119299782,18.257631499024534,0.4223809523809524,0.3176190476190476,0.0,2.0994034300940587
46372,0.4695,0.1361,0.4771,0.7494,0.4746,0.4275,gmm,0.786,4000.0,7.0,10.0,0.9453082924182356,1.7516795405540773,0.1003312280689433,0.9999999999956573,1.0,0.9991491934875985,1.0,0.2400725570889325,2.215022157321891,-0.0039020584486416,3.718545034043005,0.6045,0.15975,0.0078214285714285,0.7408494123600246,4000.0,7.0,10.0,0.9453082924182356,1.7516795405540773,0.1003312280689433,0.9999999999956573,1.0,0.9991491934875985,1.0,0.2400725570889325,2.215022157321891,-0.0039020584486416,3.718545034043005,0.6045,0.15975,0.0078214285714285,0.7408494123600246
1560,0.6388,0.9187,0.4689,0.6292,0.4809,0.4952,dbscan,0.9812,1700.0,35.0,3.0,2.531681612257043,18.681563565950547,0.1654988283497783,0.615076553589596,9.382978723404255,1.0,0.6285714285714286,0.201404960392635,4.733987238079889,0.1280279942732759,2.240514840877345,0.99058857500161,0.8729442045107533,0.0061512605042016,2.3729519344425163,1700.0,35.0,3.0,2.531681612257043,18.681563565950547,0.1654988283497783,0.615076553589596,9.382978723404255,1.0,0.6285714285714286,0.201404960392635,4.733987238079889,0.1280279942732759,2.240514840877345,0.99058857500161,0.8729442045107533,0.0061512605042016,2.3729519344425163
43859,0.8889,0.7407,0.8889,1.037,0.9259,0.4444,gmm,0.9,120.0,4.0,3.0,0.2793051574720543,0.8398789370512806,0.585660020326297,0.9999999999972692,1.0,0.9500280441285834,0.5,0.7267723404902059,3.465795930389115,0.3904907728651121,1.0343287326259891,0.9499999999999998,0.6583333333333333,0.0104166666666666,0.3468232452437149,120.0,4.0,3.0,0.2793051574720543,0.8398789370512806,0.585660020326297,0.9999999999972692,1.0,0.9500280441285834,0.5,0.7267723404902059,3.465795930389115,0.3904907728651121,1.0343287326259891,0.9499999999999998,0.6583333333333333,0.0104166666666666,0.3468232452437149
44747,0.7544,0.8246,0.7143,0.6441,0.7368,0.3459,dbscan,0.9975,1600.0,9.0,5.0,5.91519953079571,190.8128250982012,0.1951383434589158,0.4129909870358637,629.0,0.9999995567094292,0.5555555555555556,0.3399643537647764,3.554269754152016,0.2700236990915371,1.4584546048584142,0.99125,0.8675,0.1811805555555555,188.66863553703897,1600.0,9.0,5.0,5.91519953079571,190.8128250982012,0.1951383434589158,0.4129909870358637,629.0,0.9999995567094292,0.5555555555555556,0.3399643537647764,3.554269754152016,0.2700236990915371,1.4584546048584142,0.99125,0.8675,0.1811805555555555,188.66863553703897
1565,0.6923,0.9744,0.9487,0.8462,1.0,1.0,autoenc,0.661,235.0,13.0,5.0,3.125279014123223,30.469054499754765,0.1207578202716759,0.707567221509507,12.5,0.999999999962124,0.8461538461538461,0.2198061163317733,1.8136419208430337,0.0280515131527083,5.660077288593259,0.574468085106383,0.625531914893617,0.0032733224222585,1.5009690569676684,235.0,13.0,5.0,3.125279014123223,30.469054499754765,0.1207578202716759,0.707567221509507,12.5,0.999999999962124,0.8461538461538461,0.2198061163317733,1.8136419208430337,0.0280515131527083,5.660077288593259,0.574468085106383,0.625531914893617,0.0032733224222585,1.5009690569676684
1499,1.0263,0.7368,1.0,0.9474,1.0263,0.7368,kmeans,0.9048,168.0,7.0,3.0,0.443948379652325,0.7148498904472981,0.6184995198044732,0.9999999999972692,1.0,0.9997939407470754,0.4285714285714285,0.7209637139254349,5.035430764973733,0.3757311230095485,0.940746637495668,0.9226190476190478,0.6369047619047619,0.0068027210884353,0.1441376821327793,168.0,7.0,3.0,0.443948379652325,0.7148498904472981,0.6184995198044732,0.9999999999972692,1.0,0.9997939407470754,0.4285714285714285,0.7209637139254349,5.035430764973733,0.3757311230095485,0.940746637495668,0.9226190476190478,0.6369047619047619,0.0068027210884353,0.1441376821327793
41919,1.1277,1.1915,0.9362,1.1702,1.1489,0.8511,dbscan,0.4434,421.0,22.0,4.0,0.707185214951699,1.1140501896032218,0.3205003673608485,0.9396197281939278,2.677419354838709,0.9999999997801466,0.4545454545454545,0.3955882732374327,2.587128900741072,0.0409066825587263,5.757060637983319,0.4657008086253369,0.5415543575920935,0.0043187216583891,0.5809663835441371,421.0,22.0,4.0,0.707185214951699,1.1140501896032218,0.3205003673608485,0.9396197281939278,2.677419354838709,0.9999999997801466,0.4545454545454545,0.3955882732374327,2.587128900741072,0.0409066825587263,5.757060637983319,0.4657008086253369,0.5415543575920935,0.0043187216583891,0.5809663835441371
44742,0.6397,0.6397,0.4926,0.5441,0.5809,0.3676,kmeans,0.34,1600.0,100.0,10.0,0.4669259006423316,0.6209872540791495,0.0853340037561317,0.999852630100418,1.0849673202614378,0.9999999999995874,0.67,0.0820685453588434,2.950358626341586,-0.0233218819758384,12.187030405549333,0.2318749999999999,0.15,0.006125,0.4998658982595184,1600.0,100.0,10.0,0.4669259006423316,0.6209872540791495,0.0853340037561317,0.999852630100418,1.0849673202614378,0.9999999999995874,0.67,0.0820685453588434,2.950358626341586,-0.0233218819758384,12.187030405549333,0.2318749999999999,0.15,0.006125,0.4998658982595184
329,0.4074,0.3704,0.3704,0.3704,0.4074,0.4815,dictlearn,0.8438,128.0,4.0,3.0,0.5777512101365947,0.7258939867332455,0.0323439463478589,0.9571748413943152,2.08,0.6606362909663613,1.0,0.2715788319849907,1.272637156157525,0.0021941611511071,5.328410480563849,0.6561461794019934,0.4610557401255075,0.0,0.4678992285487968,128.0,4.0,3.0,0.5777512101365947,0.7258939867332455,0.0323439463478589,0.9571748413943152,2.08,0.6606362909663613,1.0,0.2715788319849907,1.272637156157525,0.0021941611511071,5.328410480563849,0.6561461794019934,0.4610557401255075,0.0,0.4678992285487968
42544,0.5208,0.1875,0.5,0.5417,0.4792,0.4167,gmm,0.9057,212.0,10.0,8.0,3.086680154217789,25.61111819863712,0.2890523369408886,0.9886132716236984,1.7272727272727273,0.9999999956381872,0.7,0.363838147387454,2.8968001169907898,0.0148938941275295,2.8453591119620567,0.7592469545957917,0.2782945736434108,0.005188679245283,0.6166523534534435,212.0,10.0,8.0,3.086680154217789,25.61111819863712,0.2890523369408886,0.9886132716236984,1.7272727272727273,0.9999999956381872,0.7,0.363838147387454,2.8968001169907898,0.0148938941275295,2.8453591119620567,0.7592469545957917,0.2782945736434108,0.005188679245283,0.6166523534534435
46420,1.0819,1.0819,1.0877,1.1404,1.1053,0.9825,gmm,0.3393,2012.0,18.0,3.0,0.7323294356834312,1.8838465869772896,0.509007050740493,0.996037247760313,1.2199036918138042,0.9999999999999848,0.2222222222222222,0.6347710791718749,0.721266923900933,-0.0234332334959282,17.460695243281418,0.3518910662781473,0.3836866338946104,0.0042798762977689,1.2976983035978205,2012.0,18.0,3.0,0.7323294356834312,1.8838465869772896,0.509007050740493,0.996037247760313,1.2199036918138042,0.9999999999999848,0.2222222222222222,0.6347710791718749,0.721266923900933,-0.0234332334959282,17.460695243281418,0.3518910662781473,0.3836866338946104,0.0042798762977689,1.2976983035978205
46840,0.4392,0.1762,0.3474,0.3821,0.3797,0.2432,kmeans,0.9527,1688.0,8.0,7.0,0.5757330812834172,0.9357440977491592,0.1226814119395008,0.9982898673563604,1.288990825688073,0.9975636458234782,0.875,0.2257722430788533,1.783023177352251,0.0369340406380406,6.6710879420557765,0.8323512369848822,0.2908766877951995,0.0046652843601895,0.3971800468755632,1688.0,8.0,7.0,0.5757330812834172,0.9357440977491592,0.1226814119395008,0.9982898673563604,1.288990825688073,0.9975636458234782,0.875,0.2257722430788533,1.783023177352251,0.0369340406380406,6.6710879420557765,0.8323512369848822,0.2908766877951995,0.0046652843601895,0.3971800468755632
694,0.3929,0.5893,0.4107,0.5714,0.4464,0.3214,dbscan,0.9032,248.0,8.0,9.0,0.2706492599605751,0.9171433460202616,0.7102259787287476,0.9853182809319944,2.2,0.9999999950521948,0.375,0.8094243343322923,6.0545074653991655,0.1827388326490372,2.101260564356287,1.0,0.2621224489795918,0.0015120967741935,0.2565075641664182,248.0,8.0,9.0,0.2706492599605751,0.9171433460202616,0.7102259787287476,0.9853182809319944,2.2,0.9999999950521948,0.375,0.8094243343322923,6.0545074653991655,0.1827388326490372,2.101260564356287,1.0,0.2621224489795918,0.0015120967741935,0.2565075641664182
44689,0.4739,0.7349,0.6386,0.4859,0.5341,0.49,dbscan,0.6225,1600.0,11.0,7.0,1.3664482738044212,7.961866003761341,0.1744726556052301,0.6634115715353114,359.0,0.9999998862578056,0.8181818181818182,0.2914068461444569,2.1250115497056297,-0.1152101725661009,5.860040221533093,0.514375,0.440625,0.0185795454545454,0.3035176909771481,1600.0,11.0,7.0,1.3664482738044212,7.961866003761341,0.1744726556052301,0.6634115715353114,359.0,0.9999998862578056,0.8181818181818182,0.2914068461444569,2.1250115497056297,-0.1152101725661009,5.860040221533093,0.514375,0.440625,0.0185795454545454,0.3035176909771481
1537,0.2451,0.9918,0.3064,0.2415,0.2654,0.4269,dbscan,0.9754,22900.0,3.0,5.0,0.508655939613592,3.0333639919033986,0.0119008513718521,0.0933129791878808,391.49122807017545,0.9996693817564204,1.0,0.340186981307671,0.9025477286546624,0.2660308209838492,10.03362079702979,0.9614847161572052,0.9744541484716156,0.0066521106259097,0.4238183920251071,22900.0,3.0,5.0,0.508655939613592,3.0333639919033986,0.0119008513718521,0.0933129791878808,391.49122807017545,0.9996693817564204,1.0,0.340186981307671,0.9025477286546624,0.2660308209838492,10.03362079702979,0.9614847161572052,0.9744541484716156,0.0066521106259097,0.4238183920251071
1476,0.3648,0.3286,0.3731,0.4599,0.3604,0.4031,gmm,0.9942,11128.0,128.0,6.0,11.571604046826348,822.6636309402086,0.4946771984745099,0.9848104163012126,1.8332063975628328,1.0,0.09375,0.5389750304077808,8.389171494994864,-0.0797681752834862,2.7477802822082213,0.9931702756998496,0.3878509948817347,0.0156341267523364,1.6791464754825642,11128.0,128.0,6.0,11.571604046826348,822.6636309402086,0.4946771984745099,0.9848104163012126,1.8332063975628328,1.0,0.09375,0.5389750304077808,8.389171494994864,-0.0797681752834862,2.7477802822082213,0.9931702756998496,0.3878509948817347,0.0156341267523364,1.6791464754825642
46334,0.6,0.5143,0.6286,0.6571,0.5143,0.5714,gmm,0.814,171.0,9.0,6.0,2.0376424165731386,10.554151841820502,0.2258034229398582,0.8398784103810479,8.714285714285714,0.9994228855354628,0.6666666666666666,0.2728628328158544,2.5514845836484565,-0.0331253103369888,3.6433301638375135,0.6489075630252101,0.4678991596638654,0.0084470435347628,0.7637769016735935,171.0,9.0,6.0,2.0376424165731386,10.554151841820502,0.2258034229398582,0.8398784103810479,8.714285714285714,0.9994228855354628,0.6666666666666666,0.2728628328158544,2.5514845836484565,-0.0331253103369888,3.6433301638375135,0.6489075630252101,0.4678991596638654,0.0084470435347628,0.7637769016735935
46871,0.6688,0.4347,0.7225,0.612,0.7252,0.609,autoenc,1.0,24000.0,12.0,6.0,0.5905948629681599,0.7840988919035965,0.3316239503144096,0.9999999999966512,1.0,1.0,0.5,0.3828244879904402,4.398361882864836,0.3466827052000038,1.5946807083043133,1.0,0.3333333333333333,0.0145347222222222,0.2811790587813666,24000.0,12.0,6.0,0.5905948629681599,0.7840988919035965,0.3316239503144096,0.9999999999966512,1.0,1.0,0.5,0.3828244879904402,4.398361882864836,0.3466827052000038,1.5946807083043133,1.0,0.3333333333333333,0.0145347222222222,0.2811790587813666
46808,0.5215,0.5083,0.5798,0.5916,0.6166,0.524,autoenc,0.5033,16227.0,16.0,6.0,26.08404800961817,3057.6161819501804,0.1505647680359186,0.9380600682926138,3.941626794258373,1.0,0.625,0.2147380030112109,1.2801917704059678,-0.0537533758743829,6.96649089290318,0.3721571743627573,0.3159545896003805,0.1288130892956184,2.264392273996128,16227.0,16.0,6.0,26.08404800961817,3057.6161819501804,0.1505647680359186,0.9380600682926138,3.941626794258373,1.0,0.625,0.2147380030112109,1.2801917704059678,-0.0537533758743829,6.96649089290318,0.3721571743627573,0.3159545896003805,0.1288130892956184,2.264392273996128
41,0.6,0.5143,0.6286,0.6571,0.5143,0.5714,gmm,0.814,171.0,9.0,6.0,2.0376424165731386,10.554151841820502,0.2258034229398582,0.8398784103810479,8.714285714285714,0.9994228855354628,0.6666666666666666,0.2728628328158544,2.5514845836484565,-0.0331253103369888,3.6433301638375135,0.6489075630252101,0.4678991596638654,0.0084470435347628,0.7637769016735935,171.0,9.0,6.0,2.0376424165731386,10.554151841820502,0.2258034229398582,0.8398784103810479,8.714285714285714,0.9994228855354628,0.6666666666666666,0.2728628328158544,2.5514845836484565,-0.0331253103369888,3.6433301638375135,0.6489075630252101,0.4678991596638654,0.0084470435347628,0.7637769016735935
44623,0.7461,0.1062,0.7176,0.7383,0.7772,0.5959,autoenc,0.965,1600.0,100.0,10.0,0.3293373458376095,0.526943269598014,0.257102692900795,0.9999999999956573,1.0,1.0,0.24,0.242126207392977,10.373494342648298,0.1545585293529452,1.994929276108127,0.956875,0.193125,0.00806875,0.3175670239130788,1600.0,100.0,10.0,0.3293373458376095,0.526943269598014,0.257102692900795,0.9999999999956573,1.0,1.0,0.24,0.242126207392977,10.373494342648298,0.1545585293529452,1.994929276108127,0.956875,0.193125,0.00806875,0.3175670239130788
1549,0.3333,0.3333,0.4667,0.4,0.4444,0.5556,dictlearn,0.3,600.0,37.0,8.0,0.4570042602060319,0.9212457961423416,0.0343520265513731,0.9647543147394692,2.869565217391304,0.9015260487164446,0.918918918918919,0.0420065475185461,1.047362247696347,-0.0134710474913497,13.316520934303297,0.1433333333333333,0.2266666666666667,0.0047747747747747,0.2323412908278547,600.0,37.0,8.0,0.4570042602060319,0.9212457961423416,0.0343520265513731,0.9647543147394692,2.869565217391304,0.9015260487164446,0.918918918918919,0.0420065475185461,1.047362247696347,-0.0134710474913497,13.316520934303297,0.1433333333333333,0.2266666666666667,0.0047747747747747,0.2323412908278547
44664,0.4318,0.7364,0.4818,0.4545,0.4409,0.45,dbscan,0.55,1600.0,51.0,6.0,6.036247325417111,116.74651540872868,0.2399679163979662,0.8897231386669952,5.25984251968504,1.0,0.4117647058823529,0.2903025490045096,1.8529191856872556,-0.0993503752303174,9.686909570323158,0.500625,0.4175,0.0066666666666666,145.44822856906234,1600.0,51.0,6.0,6.036247325417111,116.74651540872868,0.2399679163979662,0.8897231386669952,5.25984251968504,1.0,0.4117647058823529,0.2903025490045096,1.8529191856872556,-0.0993503752303174,9.686909570323158,0.500625,0.4175,0.0066666666666666,145.44822856906234
44613,0.7842,1.0144,0.7698,0.7842,0.777,0.8129,dbscan,0.4712,1178.0,2.0,3.0,0.7173166296558782,1.3727251336498385,0.5335179379495879,0.9709247140011308,1.8909774436090223,0.9986686848337166,1.0,0.7667589689747939,0.4451771284010192,-0.0416338580027144,6.66239506877109,0.4363067109795571,0.4269962437901369,0.0,0.4925598143494539,1178.0,2.0,3.0,0.7173166296558782,1.3727251336498385,0.5335179379495879,0.9709247140011308,1.8909774436090223,0.9986686848337166,1.0,0.7667589689747939,0.4451771284010192,-0.0416338580027144,6.66239506877109,0.4363067109795571,0.4269962437901369,0.0,0.4925598143494539
46652,0.5215,0.5083,0.5798,0.5916,0.6166,0.524,autoenc,0.5033,16227.0,16.0,6.0,26.08404800961817,3057.6161819501804,0.1505647680359186,0.9380600682926138,3.941626794258373,1.0,0.625,0.2147380030112109,1.2801917704059678,-0.0537533758743829,6.96649089290318,0.3721571743627573,0.3159545896003805,0.1288130892956184,2.264392273996128,16227.0,16.0,6.0,26.08404800961817,3057.6161819501804,0.1505647680359186,0.9380600682926138,3.941626794258373,1.0,0.625,0.2147380030112109,1.2801917704059678,-0.0537533758743829,6.96649089290318,0.3721571743627573,0.3159545896003805,0.1288130892956184,2.264392273996128
285,0.8571,0.7143,0.7857,1.0714,0.7857,0.8571,gmm,0.359,155.0,2.0,8.0,7.144159559831403,57.85745522946269,0.534376293432223,0.8445011576238161,16.0,0.8898588261597896,1.0,0.7671881467161115,1.0558815672572994,-0.4868984514081192,7.965420298233285,0.3419354838709677,0.3290322580645161,0.0064516129032258,3.584503513192708,155.0,2.0,8.0,7.144159559831403,57.85745522946269,0.534376293432223,0.8445011576238161,16.0,0.8898588261597896,1.0,0.7671881467161115,1.0558815672572994,-0.4868984514081192,7.965420298233285,0.3419354838709677,0.3290322580645161,0.0064516129032258,3.584503513192708
952,0.625,0.5312,0.5312,0.6562,0.5,0.5312,gmm,0.7442,171.0,9.0,6.0,2.0447768354874825,8.755701181542126,0.2395486765890615,0.8398784103810479,8.714285714285714,0.9994515762389852,0.6666666666666666,0.2795596637980175,2.57009952364156,-0.0506815207497673,3.528452512255285,0.6894117647058824,0.4680672268907562,0.0110461338531513,0.7617727453570333,171.0,9.0,6.0,2.0447768354874825,8.755701181542126,0.2395486765890615,0.8398784103810479,8.714285714285714,0.9994515762389852,0.6666666666666666,0.2795596637980175,2.57009952364156,-0.0506815207497673,3.528452512255285,0.6894117647058824,0.4680672268907562,0.0110461338531513,0.7617727453570333
1477,0.3644,0.3185,0.3615,0.454,0.3355,0.3969,gmm,0.9953,11128.0,129.0,6.0,11.504142230798127,816.3636789373368,0.4942016248113411,0.9848104163012126,1.8332063975628328,1.0,0.1007751937984496,0.5382390634798606,8.4352404804769,-0.0794846816881275,2.717439236107077,0.9935298262616474,0.3878509948817347,0.0155129319713105,1.6745431022012,11128.0,129.0,6.0,11.504142230798127,816.3636789373368,0.4942016248113411,0.9848104163012126,1.8332063975628328,1.0,0.1007751937984496,0.5382390634798606,8.4352404804769,-0.0794846816881275,2.717439236107077,0.9935298262616474,0.3878509948817347,0.0155129319713105,1.6745431022012
46842,0.5771,0.52,0.5714,0.6743,0.6743,0.4686,gmm,0.8621,811.0,6.0,3.0,0.979237230628517,2.539022319530576,0.2903801424600897,0.987836414500217,1.4976958525345625,0.9996615083036012,0.8333333333333334,0.4426194034408126,1.609536460224637,0.0182809843423349,4.900533967213495,0.7496332741105189,0.5560566716778279,0.0049321824907521,0.2169662865459571,811.0,6.0,3.0,0.979237230628517,2.539022319530576,0.2903801424600897,0.987836414500217,1.4976958525345625,0.9996615083036012,0.8333333333333334,0.4426194034408126,1.609536460224637,0.0182809843423349,4.900533967213495,0.7496332741105189,0.5560566716778279,0.0049321824907521,0.2169662865459571
46906,0.4969,0.7044,0.4277,0.5094,0.4088,0.5157,dbscan,0.8833,718.0,6.0,5.0,2.002499330841789,4.7252511078115615,0.0832859999310931,0.5115421362673948,91.16666666666669,0.9973981540410484,1.0,0.2183133315538374,2.350646067087584,-0.161908511785322,3.3147575171077674,0.882983682983683,0.7994463869463869,0.0097493036211699,2.032382670090865,718.0,6.0,5.0,2.002499330841789,4.7252511078115615,0.0832859999310931,0.5115421362673948,91.16666666666669,0.9973981540410484,1.0,0.2183133315538374,2.350646067087584,-0.161908511785322,3.3147575171077674,0.882983682983683,0.7994463869463869,0.0097493036211699,2.032382670090865
1044,0.5642,0.5861,0.5937,0.6259,0.5957,0.5697,gmm,0.6659,8748.0,24.0,3.0,3.0728599097256324,24.088645375815968,0.1101847644318079,0.9882019162347964,1.4847560975609757,1.0,0.7083333333333334,0.1628448914133502,0.8797912150978527,-0.0196711524916368,18.30484553457601,0.5134887974394147,0.4287837219935985,0.0054774424630391,0.9902617643880504,8748.0,24.0,3.0,3.0728599097256324,24.088645375815968,0.1101847644318079,0.9882019162347964,1.4847560975609757,1.0,0.7083333333333334,0.1628448914133502,0.8797912150978527,-0.0196711524916368,18.30484553457601,0.5134887974394147,0.4287837219935985,0.0054774424630391,0.9902617643880504
10,0.9048,0.9048,0.9524,1.0476,0.9048,0.8571,gmm,0.7,118.0,3.0,4.0,2.2541115742984608,10.017337292348556,0.3422744316826784,0.6198144489839307,32.0,0.968950535746535,1.0,0.481128606157172,2.900969626604823,-0.0464901967490282,1.4432534521009055,0.5772988505747126,0.6778735632183908,0.0,0.4543357429790821,118.0,3.0,4.0,2.2541115742984608,10.017337292348556,0.3422744316826784,0.6198144489839307,32.0,0.968950535746535,1.0,0.481128606157172,2.900969626604823,-0.0464901967490282,1.4432534521009055,0.5772988505747126,0.6778735632183908,0.0,0.4543357429790821
679,0.7222,0.7444,0.7,0.7667,0.7444,0.8556,dictlearn,0.439,819.0,2.0,4.0,0.4518211228743848,0.525935177050977,0.4543632410243455,0.9246235079340304,4.306666666666667,0.9640136867881895,1.0,0.7271816205121727,0.5045893864883574,-0.0505216732046256,13.669635494078566,0.4725191296030607,0.4627450980392156,0.0042735042735042,0.0578841513477122,819.0,2.0,4.0,0.4518211228743848,0.525935177050977,0.4543632410243455,0.9246235079340304,4.306666666666667,0.9640136867881895,1.0,0.7271816205121727,0.5045893864883574,-0.0505216732046256,13.669635494078566,0.4725191296030607,0.4627450980392156,0.0042735042735042,0.0578841513477122
14,0.7143,0.1166,0.6356,0.6531,0.6968,0.5364,kmeans,0.8575,1600.0,76.0,10.0,0.5483574558509223,0.4754234642631554,0.1456769254977959,0.9999999999956573,1.0,1.0,0.7631578947368421,0.1568214503412857,6.230247676718764,0.0363537584924654,6.218945787320475,0.759375,0.19125,0.0071628289473684,0.5136082703661581,1600.0,76.0,10.0,0.5483574558509223,0.4754234642631554,0.1456769254977959,0.9999999999956573,1.0,1.0,0.7631578947368421,0.1568214503412857,6.230247676718764,0.0363537584924654,6.218945787320475,0.759375,0.19125,0.0071628289473684,0.5136082703661581
44737,0.5721,0.3919,0.473,0.4955,0.473,0.5045,kmeans,0.555,1600.0,100.0,10.0,,,,0.8921097389747935,9.236842105263158,1.0,0.43,0.2368267882118968,5.659424139008368,-0.0361540204927677,5.896916421596346,0.4631249999999999,0.3581249999999999,0.16576875,1.3777516457791086,1600.0,100.0,10.0,,,,0.8921097389747935,9.236842105263158,1.0,0.43,0.2368267882118968,5.659424139008368,-0.0361540204927677,5.896916421596346,0.4631249999999999,0.3581249999999999,0.16576875,1.3777516457791086
44699,0.725,0.1312,0.6906,0.6469,0.6562,0.6,kmeans,0.8,1600.0,100.0,10.0,2.6129176512062418,48.434555738019945,0.2242505316301592,0.9999999999956573,1.0,1.0,0.58,0.2427724660189748,8.822820148681354,0.0412191157736021,3.497544606695206,0.72,0.2,0.00294375,2.5309639506822728,1600.0,100.0,10.0,2.6129176512062418,48.434555738019945,0.2242505316301592,0.9999999999956573,1.0,1.0,0.58,0.2427724660189748,8.822820148681354,0.0412191157736021,3.497544606695206,0.72,0.2,0.00294375,2.5309639506822728
44606,0.3034,0.6067,0.2697,0.2697,0.4045,0.3146,dbscan,0.412,864.0,100.0,9.0,,,,0.999999999995904,1.0,1.0,0.74,0.0326429995887214,2.865113567849705,-0.3642300183701034,5.174101969345966,0.3854012636107004,0.207171662857911,0.08,19.923314177218398,864.0,100.0,9.0,,,,0.999999999995904,1.0,1.0,0.74,0.0326429995887214,2.865113567849705,-0.3642300183701034,5.174101969345966,0.3854012636107004,0.207171662857911,0.08,19.923314177218398
46270,0.5806,0.9677,0.6581,0.6,0.8065,0.5806,dbscan,0.692,896.0,45.0,4.0,3.124658260406867,50.53232026420361,0.4340800020197636,0.6603536755383141,59.0,1.0,0.2444444444444444,0.5232188702805368,1.8778178895353776,-0.1054196825984992,8.154154308307316,0.5703125,0.6584821428571428,0.010391865079365,1.4327115629497351,896.0,45.0,4.0,3.124658260406867,50.53232026420361,0.4340800020197636,0.6603536755383141,59.0,1.0,0.2444444444444444,0.5232188702805368,1.8778178895353776,-0.1054196825984992,8.154154308307316,0.5703125,0.6584821428571428,0.010391865079365,1.4327115629497351
44469,0.6557,0.5082,0.6667,0.5191,0.7158,0.6066,autoenc,0.6162,1187.0,8.0,10.0,3.287963028654709,25.730009653858204,0.0852352776554038,0.7498963937014776,92.5,0.9999880302477032,1.0,0.225720604137002,3.3694488111020795,0.002039885540409,2.967053538661569,0.5130482572775946,0.4001701946601425,0.0316975568660488,1.3951300617974347,1187.0,8.0,10.0,3.287963028654709,25.730009653858204,0.0852352776554038,0.7498963937014776,92.5,0.9999880302477032,1.0,0.225720604137002,3.3694488111020795,0.002039885540409,2.967053538661569,0.5130482572775946,0.4001701946601425,0.0316975568660488,1.3951300617974347
