class,dataset_id,true_method,n_instances,n_features,n_classes,skewness_mean,kurtosis_mean,mean_abs_pearson,hopkins,intrinsic_dim_ratio,pca_var_pc1,pca_top3_var,pca_entropy,pairwise_dist_mean,pairwise_dist_cv,pairwise_dist_p90,knn5_dist_mean,knn5_dist_cv,knn5_dist_p90,feature_sparsity,high_corr_frac,corr_dispersion
agg,43974,dictlearn,-0.0002814165473344721,0.0020136161594365666,0.014252128853789492,-0.004238217165583762,-0.00894387449892666,0.0010797137057314314,0.0005177990657447166,-0.007085863546453019,-0.006193066545798333,-0.0070945584125283335,-0.006137576291636745,-0.0066036996907465235,-0.022662881363552354,-0.01136940803430093,-0.018026722100301686,-0.006773532535374795,-0.026691772161246782,-0.006881433399726294,-0.0034695653310111985,-0.002631316237514589
agg,14,autoenc,0.023513301527606743,-0.010356143937265217,0.007368727332896999,0.009539070834001124,0.012918573678085861,-0.010268162443989811,0.001149964982902748,0.0034084056821796385,0.004037185057089685,-0.004101898633317412,-0.004822926067084618,-0.0035287081087148724,0.004825015171478922,-0.0008868900678021835,0.005368764469648468,0.00017448542248009138,0.005568581692866529,-0.010246532587647458,0.006718221875330495,0.010168637834687029
agg,1446,autoenc,-0.011307609313339392,0.0030307607534115323,0.023808639927459352,-0.00966733353900967,-0.014248902510508336,0.011056186196039843,0.001755807900029118,-0.010907480946010262,-0.0030052961413095515,-0.001595493535017631,-0.0032248691365573765,0.002109173870899311,-0.001630281098056449,0.005724088363323931,0.008350120253776348,0.009201022709876494,0.023990496875189768,-0.014673973513992546,0.003754307028838218,-0.001881616115497158
agg,40984,gmm,0.006909393043059439,-0.009050377633222962,-0.011060261736078485,-0.004808485836304777,-0.005957864022834944,-0.0018718726279749363,0.0007185942391104118,0.004352420570596709,-0.0020373325829395376,0.003126989729026144,-0.001877090601125383,-0.005611820469581893,-0.006992695965430051,-0.010116764686586545,-0.027981283198948312,-0.009162657870730551,-0.040356987017015365,-0.0016823397599172723,0.0054960551697942886,-0.009196875060595966
agg,44740,agg,0.03297655690897335,0.004495039164920943,0.02953782760581413,0.01902574046983331,0.02235788606769412,0.010851927714587513,0.0028495173066642953,0.01820595408783943,0.01805681860954489,0.015267607592056929,0.021534598142171138,0.013204450816933975,0.023614449350311595,0.01996033525541871,0.013278285662395839,0.029463013675036853,0.015312527385903264,0.020137464015945163,0.013552351663100013,0.0276793909087245
agg,32,gmm,0.004386812918719854,-0.012318426975793365,-0.005872938036235438,0.006184107102502655,0.003955846352122913,-0.0077666649797765094,0.000847357217729357,0.003648343568206311,-0.005734205695501868,0.0005213179730446696,-0.007086493296591208,-0.0040166707974413594,0.00013448727798477263,-0.013324751296893698,-0.02313787046155264,0.0013204578416668074,-0.035793534467360846,-0.017059503887729595,-0.0024361843977208485,-0.006125585894319788
agg,44153,kmeans,-0.0022078004402393283,-0.006278458524551488,-0.013698556464764375,-0.008743986460944446,-0.009699663524988552,0.0027309311946089494,0.0009210376969258442,-0.006535445141806787,-0.005297618550841409,-0.017301138933700715,-0.005105913399384707,-0.0037842349842770544,0.006578803627664127,-0.012938542509378422,-0.019458918042428667,-0.0020261191806793125,-0.043395100362838585,0.00037414579041445924,-0.0040591017544526565,-0.015924320034336907
agg,1476,gmm,0.0059078273673701534,-0.0005552072710753639,-0.011656797679925363,-0.007170387114618208,-0.007593680955225039,0.0037865321552665596,0.0003649044385044221,-0.010527028107584319,-0.0030448201713111633,-0.0018736440787172728,-0.0037254326967389446,-0.0016953847690433707,-0.0017881906863726012,0.004865191334117499,-0.02353062516398256,-0.026977877915314842,-0.02655592893374357,-0.014028074772869928,-0.00025699101992650444,-0.00318000156069768
agg,1520,dictlearn,-0.016344820751766725,-0.007812877131367895,-0.007987232758022626,-0.005204028711351474,-0.006830854471343124,-0.0026005076023445277,0.0008370607647385114,-0.010565346848379623,-5.1904983525246945e-05,-0.0003761988955612243,-0.004191224245818688,-0.003509275100037578,-0.012778128512685998,-0.0016386758017158003,0.006135088156714189,-0.008641779248983893,-0.00958816833758624,-0.015363348754549047,-0.005143889949842615,-0.006537801938958484
agg,44588,autoenc,-0.009281560613951814,-0.009325044713349695,-0.004003858115277351,-0.010526220506980231,-0.01031903228720014,-0.005142332560788943,0.0012025754374783745,-0.008719988564784046,-0.0031046404960056555,-0.0074166497923655855,-0.0054642917002209945,-0.004624522802696819,-0.007432154342280116,-0.002967550305690926,0.0006183024049924672,-0.004835717513457787,-0.0006707269403607849,-0.0005226714678522191,-0.005891998328815024,0.0009749729600078406
