n_instances,n_features,n_classes,skewness_mean,kurtosis_mean,mean_abs_pearson,class_entropy,imbalance_ratio,hopkins,intrinsic_dim_ratio,pca_var_pc1,pca_top3_var,pca_entropy,inter_intra_ratio,pairwise_dist_mean,pairwise_dist_cv,pairwise_dist_p90,knn5_dist_mean,knn5_dist_cv,knn5_dist_p90,silhouette_true,davies_bouldin_true,knn1_accuracy,decision_stump_accuracy,feature_sparsity,high_corr_frac,corr_dispersion,feature_std_dispersion,zero_variance_frac,cv_mean,dl_mean_0,dl_mean_1,dl_mean_2,dl_mean_3,dl_var_0,dl_var_1,dl_var_2,dl_var_3,dataset_id
16227.0,16.0,6.0,26.08404800961817,3057.6161819501804,0.1505647680359186,0.9380600682926138,3.941626794258373,1.0,0.625,0.2147380030112109,0.5491450366368016,0.8085423156299386,1.2801917704059678,4.64946198941435,0.491215115770494,7.917332804124308,1.1924927761946291,1.5157592884004325,1.7058850249756592,-0.0537533758743829,6.96649089290318,0.3721571743627573,0.3159545896003805,0.1288130892956184,0.025,0.2244952242737739,116.55928988106562,0.0,2.264392273996128,0.0223825123095735,-0.1502352549662194,0.2102754876072436,0.1236345638017515,1.2278167716986257,1.4009650429246585,0.9000748454183791,0.7235636904344633,46652
80.0,50.0,2.0,0.1296261807681674,1.1562029566524337,0.0890734798396683,0.9886994082856122,1.2857142857142858,0.7998028509968331,0.74,0.0656569195214008,0.1671586761218913,0.917588882194288,1.50936059549849,10.029070067551102,0.0824390262271601,11.053922528580754,8.76360555249425,0.038750318215022,9.189866242592077,-0.0010774717221266,9.300182229442914,0.575,0.75,0.00425,0.0008163265306122,0.0717316407009094,0.0230140545438794,0.0,40.12195712627344,-0.0358863727533828,0.0024587804385059,-0.0614328153020474,-0.0505189220211653,1.0972262042580678,0.9799471594674942,1.1545332815672766,0.9649981213174484,876
380.0,1.0,2.0,0.0142756913902173,1.2319683385882791,0.0,0.554544255657446,6.755102040816326,1.0,1.0,1.0,1.0,0.0,0.1943743077604229,1.1559345675458192,0.7076357534466987,2.3610972291802157,0.0,0.0,0.0,0.0201549998623146,8.857871520571837,0.8236842105263158,0.8710526315789474,0.0394736842105263,0.0,0.0,0.0,0.0,0.5520442208424801,0.0029935070346521,0.0,0.0,0.0,0.072818182124392,0.0,0.0,0.0,767
28240.0,3.0,10.0,0.5718584998478299,1.2327154501732405,0.6225756120196855,0.985468292244966,2.486440677966102,0.9999997139714302,0.6666666666666666,0.7581754472933466,1.0,0.5744827093166517,3.135658523977373,2.114704124823215,0.5553573084514517,3.6831102461939578,0.0027487824287153,2.881804640682594,0.0084790758610032,0.1599372491370663,4.458807907568797,0.9999645892351274,0.2712818696883852,0.0031633616619452,0.3333333333333333,0.2162087032981978,8650.240127080797,0.0,0.5282329762894046,0.2705526985322132,0.0608677122416917,-0.0238798281893098,0.2095849674813825,0.2492622031684253,0.0352808956727614,0.0454917656249522,0.1562742619522942,45714
1600.0,7.0,2.0,4.007878685031456,50.172518975494185,0.0706408520165619,0.9999999999971146,1.0,0.99999987694983,1.0,0.2214815670195413,0.5469679283598093,0.976501040044403,1.0220523230850374,3.2814803191666564,0.5551153896593293,5.014205702106861,0.907331769216522,0.8625586374805664,1.5067527744947686,0.0502617438469089,4.394102966313363,0.6875,0.6950000000000001,0.0019642857142857,0.0,0.1000464898645837,931.3764870462064,0.0,1.426605769448376,0.1667255886544227,0.125205571527001,0.1178586744405658,0.1414237875410819,0.6313802752179289,0.532710612960148,0.5049718827426278,0.2726719494195126,44406
1600.0,100.0,10.0,0.3604907277038811,0.5431836592706863,0.2618410160635812,0.9999999999956573,1.0,1.0,0.25,0.2565301170057606,0.4967851807388012,0.5958041670127106,10.588164549735792,13.811043251455157,0.2165466868579326,17.48033250701466,5.450097758399241,0.2176402564497463,6.998630411431426,0.1579972366675499,1.920439113525816,0.955625,0.19375,0.00946875,0.0171717171717171,0.1955496866368389,44.73692000098181,0.0,0.3337511452805451,0.2051219408439638,0.1856889967451957,0.1792823909414648,-0.2545282417940216,11.676389293606931,10.000731667090118,7.331504082462657,8.256124441277391,44627
80.0,25.0,2.0,0.1367542060707918,1.0949661279363634,0.0974006752837933,0.9837082626203004,1.3529411764705883,0.6153884477802996,0.8,0.1152334216843462,0.2722232456005852,0.9351229318029318,2.054501676536854,7.060908109607398,0.1247977716445339,8.19384526398036,5.757558084678844,0.0577832386521903,6.070591806614817,0.0281433797309834,4.7410830332187945,0.5625,0.8,0.0045,0.0033333333333333,0.0898298762731951,0.0248178607615337,0.0,33.58114691795839,0.0720450529430295,-0.0157687869695975,-0.0036794824124949,-0.0296345407043327,0.8454038337431955,0.7180547573290663,0.6642762143923473,0.6338991916526089,775
248.0,6.0,2.0,1.1946058739406935,7.266515397021276,0.4059958043711828,0.9071657675701968,2.1,0.9999855707029012,0.8333333333333334,0.5403339062651528,0.8632542835845288,0.7133601140455487,1.9396469949273,3.085618685977801,0.5152366987370577,4.952550792675998,1.099734700172342,0.673057065993767,1.6394997277335956,0.07086270874958,2.1265183310009967,0.8024193548387097,0.7620967741935484,0.0087365591397849,0.0666666666666666,0.250325251935513,9.694798917862531,0.0,0.5200675121444278,-0.0382174385844686,0.1207077285522582,0.003369283638843,0.0568186017599419,0.4626220292428733,0.41549438637794,0.4053781019607137,0.5077337350371561,1524
400.0,50.0,2.0,0.0773914084281452,1.17803131877659,0.0431275315806515,0.9765004687549388,1.4390243902439024,0.7944304695641905,0.88,0.0540717918031784,0.1220150817126552,0.9742649638331582,1.556978355374208,9.975671111775016,0.0860354432443392,11.07251617925154,8.106030633358289,0.0384342285540802,8.498455019877923,0.0096680915941323,9.007230522649206,0.5975,0.77,0.0059,0.0008163265306122,0.0475064941486743,0.0098586580444805,0.0,71.45486297064296,0.0051462126257192,0.0137384778518467,-0.0134595249131589,0.0173668499164121,0.6189946782584937,0.4968251057827917,0.6103563098845249,0.564291764080996,920
171.0,9.0,6.0,2.0376424165731386,10.554151841820502,0.2258034229398582,0.8398784103810479,8.714285714285714,0.9994228855354628,0.6666666666666666,0.2728628328158544,0.6620688119400537,0.8247023929932273,2.5514845836484565,3.6902481868373536,0.5740747703479719,6.19507493725552,1.4662212599391526,0.9267723720538906,2.878898142889393,-0.0331253103369888,3.6433301638375135,0.6489075630252101,0.4678991596638654,0.0084470435347628,0.0,0.18324584161418,0.4654197501964646,0.0,0.7637769016735935,0.2065389831253697,0.2997797509546198,-0.1529226316687995,0.1128427468546495,0.9028598468403451,0.7830419656370279,0.5091612174151253,0.745120916315299,41
