dataset_id,LSE_kmeans,LSE_dbscan,LSE_agg,LSE_gmm,LSE_autoenc,LSE_dictlearn,best_method,gt_accuracy,dl_mean_0,dl_mean_1,dl_mean_2,dl_mean_3,dl_var_0,dl_var_1,dl_var_2,dl_var_3,md1,md2,md3,md4,md5,md6,md7,md8,md9,md10,md11,md12,md13,md14,md15,md16,md17,md18,md19
44580,0.8271,0.8271,0.8737,0.8737,0.8737,0.8656,agg,0.3815,0.0984343148916347,0.1664869881718048,0.0687788878974546,-0.1155068780184714,2.4378564416917383,2.811549451131425,2.7920406565515226,2.964152275343377,0.4175622519557833,0.0223785572895246,0.1495946432514368,0.3112459650017465,-0.6132944635230722,0.0001305503439649,0.0563985303314571,0.2005472170106316,0.2381801125703564,0.1931230456535334,0.1903236397748592,0.086400875547217,0.0294598186366479,0.0051188242651657,0.0003173858661663,0.640619918699187,0.3328783614759224,0.025650406504065,0.0008513133208255
1566,0.7957,0.7957,0.8236,0.7767,0.7957,0.8297,dictlearn,0.6088,0.0956982730802616,0.5621915869823936,0.4521353179383433,-0.49545943223762,17.984931591460064,7.545988918308615,4.22582365548173,14.61572015450293,0.1202689165724776,0.0405309449000567,0.2013229865168326,2.104398795426587,3.868642255583116,0.7043322331107301,0.091819546435364,0.0564653003437129,0.0439278799819188,0.0255034158073842,0.0252646078004929,0.0182581514554495,0.0215609514793303,0.0057249955223498,0.007142918063267,0.8617408250816638,0.064377947786335,0.0457381299627288,0.0281430971692722
4153,0.7143,0.3429,0.6,0.6571,0.6857,0.5714,kmeans,0.9722,0.2590747673964554,0.3019552590700586,-0.0134921954323757,-0.5084553174877076,16.30272230919139,5.8111231306139945,2.34571882568017,5.90811115853816,0.3825591572853795,0.0398074408312202,0.1995180213194292,0.1145162710266402,-0.680853882692404,0.0905205905205905,0.134032634032634,0.143065268065268,0.1379176379176379,0.1894910644910644,0.1661810411810411,0.0841103341103341,0.0441919191919191,0.0034965034965034,0.0069930069930069,0.6351981351981352,0.3488733488733488,0.0158313908313908,9.712509712509713e-05
44791,1.0054,1.032,1.0054,1.0054,0.9919,1.0027,dbscan,0.4973,0.0606372838307035,0.0536948576195478,0.0476436390214168,0.0828462322218139,2.657894720247965,2.134956783210868,1.8241203736371063,1.6569527609231816,0.0903282943750477,0.0097336561292892,0.0986592931724589,2.5583254974491427,8.66096497426043,0.658113664790494,0.2423092557848655,0.0579221388367729,0.0140689493433395,0.0221482176360225,0.0015462789243277,0.0024702939337085,0.0013875859912445,3.1269543464665416e-05,2.345215759849906e-06,0.8900742651657286,0.0632833020637898,0.0187812695434646,0.0278611632270168
44548,0.6187,0.9867,1.488,0.8987,0.5813,0.696,agg,0.5,0.0710032664720615,-0.0253891269407211,-0.0711894520594774,0.059088745100775,9.781406486898437,9.058809082655428,4.690256027307251,6.287375363925544,0.3516942342325157,0.0152581843106988,0.1235240232128912,0.7201131938820736,0.2921078672893538,0.0005081300813008,0.0784029080675422,0.3176430581613508,0.2904237023139462,0.1831691682301438,0.0905073483427141,0.0304018136335209,0.0077055972482801,0.0010819262038774,0.0001563477173233,0.6819973420888055,0.2772600062539087,0.0345848968105065,0.0061577548467792
43974,0.5388,,,0.5651,0.5388,0.6967,dictlearn,0.9318,0.3176237727446732,0.1932695509731587,0.1008012118924335,0.1402868081297747,42.378073009002144,0.5136798305773222,0.2565602155038234,0.6823632899977305,0.0255950979532432,0.003816758085805,0.0617799165247496,14.845999511090278,226.7521754952738,0.9932356871374276,0.0027715143028605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039927985597119,0.991810602120424,0.0041965993198639,0.0,0.0039927985597119
14,0.6939,0.1195,0.6268,0.6385,0.6997,0.5219,autoenc,0.8575,-0.0637908792802851,0.2425417517399846,0.1419922353125082,-0.127065504008973,3.687776261021132,3.6110673133420095,2.591969394192119,2.50600127285112,0.4866452923716109,0.0067578523828998,0.0822061578161872,-0.002193912736885,0.6278208929537095,4.690431519699812e-06,0.0010537836147592,0.01380081300813,0.121400875547217,0.4324124452782989,0.3515666041275797,0.0733692933083176,0.0057020012507817,0.0005503439649781,0.0001391494684177,0.7009287054409006,0.2511327392120075,0.0416815196998123,0.0062570356472795
1446,1.2115,1.0673,1.1346,1.2115,1.2308,1.0962,autoenc,0.5,0.3753107971243863,0.1372958904668987,0.0075241896812861,-0.0216841281693697,9.765383678882966,2.047645665988125,4.0027993384860014,1.723480241055387,0.1356625682565071,0.0107703717194202,0.103780401422524,4.263613044432401,27.46574523974584,0.4200504868373602,0.4232600072124053,0.1189325640100973,0.0169130905156869,0.0105301117922827,0.0018752253876667,7.21240533717995e-05,0.0005409304002884,0.0013703570140641,0.006455102776776,0.8937612693833393,0.0790479624954922,0.0121168409664623,0.015073927154706
40984,0.5681,0.4296,0.561,0.6948,0.5986,0.3826,gmm,0.9221,0.2977524783248478,0.1860923214577475,0.2795705068725772,0.1972960863763409,3.29476596850836,2.0840465248865,0.9718948883920456,0.3539459293166202,0.1413808237019619,0.0070504480647525,0.0839669462631135,2.882103473084165,21.003922769109565,0.3086724230470846,0.4936324729232146,0.1801470502066062,0.0078452949324633,0.0022529807315947,0.0029455745481733,0.002349076658768,5.859507754472563e-06,0.0001412141368827,0.0020080533074577,0.7346785591236051,0.2501892621004695,0.0051839065103818,0.0099482722655435
44740,0.4982,0.4982,0.608,0.5473,0.5346,0.4104,agg,0.3488,0.0229341474483508,0.0391844575689877,0.0295985643880222,0.0434164687575824,3.529918557891392,3.694978700050133,2.7145655549833028,2.7891604036290247,0.4636450289212826,0.0080373345335143,0.0896511825550248,0.1967000040680091,0.3353997503938091,2.4233896185115697e-05,0.0012077861163227,0.028270794246404,0.2076196060037523,0.4335842714196373,0.2627642276422764,0.0584584115071919,0.007416353971232,0.0006003752345215,5.393996247654784e-05,0.6939462163852408,0.25854205753596,0.0428259849906191,0.0046857410881801
32,0.6915,0.3077,,0.8228,0.6883,0.5732,gmm,0.9891,-0.0273314557915017,0.1502281647445685,0.0174090647067701,-0.0098391748104617,1.3010135408921149,1.424675701966135,1.1582784183928498,0.6082020616703352,0.4662812553356746,0.0186607569753174,0.1366043812449565,-0.2864165643666765,0.0713447171138579,0.0064304060812162,0.034851850370074,0.0723108621724344,0.1727703140628125,0.3072350470094019,0.235629125825165,0.1402196439287857,0.027033726745349,0.0031595919183836,0.0003594318863772,0.6856086417283457,0.2641643528705741,0.0487405481096219,0.0014864572914582
44153,0.529,0.3471,0.5264,0.5201,0.5128,0.4681,kmeans,0.7367,0.1305832103778045,0.1502692169229205,0.1298783444250357,-0.0404011444185817,1.7988960477755878,1.5624221088573107,1.5051953100504905,2.0072757929822087,0.2762542434171324,0.0172530632249106,0.1313509163459115,1.1238812270892158,2.1542756762053017,0.0391847468770545,0.2815296953758492,0.3069515669515669,0.2163927240850317,0.1010475564321718,0.0332544378698224,0.0088888888888888,0.0084812623274161,0.0033179925487617,0.0009511286434363,0.718088976550515,0.2469428007889546,0.0194433486741179,0.0155248739864124
