dataset_id,LSE_kmeans,LSE_dbscan,LSE_agg,LSE_gmm,LSE_autoenc,LSE_dictlearn,best_method,gt_accuracy,majority_accuracy,gt_lift_over_majority,dl_mean_0,dl_mean_1,dl_mean_2,dl_mean_3,dl_mean_4,dl_mean_5,dl_mean_6,dl_mean_7,dl_mean_8,dl_mean_9,dl_var_0,dl_var_1,dl_var_2,dl_var_3,dl_var_4,dl_var_5,dl_var_6,dl_var_7,dl_var_8,dl_var_9,dl_mean_10,dl_mean_11,dl_mean_12,dl_mean_13,dl_mean_14,dl_mean_15,dl_mean_16,dl_mean_17,dl_mean_18,dl_mean_19,dl_var_10,dl_var_11,dl_var_12,dl_var_13,dl_var_14,dl_var_15,dl_var_16,dl_var_17,dl_var_18,dl_var_19
784,0.636364,0.909091,0.636364,0.636364,0.727273,0.772727,dbscan,0.785714,0.5,0.285714,0.2911309285735637,-0.24099546734420138,0.26480924374563247,0.23384588391709424,0.23979971095956487,0.23008767056969312,0.18848900353678374,0.17449147412511493,,,0.8860526978039492,0.45210308496260965,0.4220715095746784,0.3542776681374259,0.43846167497918953,0.5006054055049697,0.5330503656713611,0.6519930441958639,,,,,,,,,,,,,,,,,,,,,,
44671,0.635556,0.524444,0.573333,0.693333,0.76,0.622222,autoenc,0.5625,0.3,0.2625,0.19053620542313637,-0.2413166012189519,0.0058434804138090615,-0.25868066007368584,-0.16087359264844675,0.03830340117112167,-0.01635280241092576,0.16573527478806122,0.026123353367136223,-0.10485129776717096,3.303896214632877,1.2145158440866186,1.8272355904455997,1.3214876647132372,1.1328930247135378,1.3895903485346144,1.0414416327909521,0.8491132405546175,0.894390701053554,1.0075373106641528,,,,,,,,,,,,,,,,,,,,
46554,0.79001,0.889554,0.783182,0.79001,0.55666,0.837805,dbscan,0.927556,0.777778,0.149778,0.21817618629923913,-0.016576709584663972,0.01114484771300419,0.013788744360624607,0.08578070662959612,0.04930711773365551,0.20138667058088056,0.05557821246839323,,,1.115959354041139,1.2961020756072674,1.5786427454439271,1.468489705786734,0.37230484685922827,0.8998870325498949,0.5785979282026138,1.1152462724633094,,,,,,,,,,,,,,,,,,,,,,
46963,0.838298,0.578723,0.846809,0.570213,0.842553,0.565957,agg,0.867159,0.516605,0.350554,-0.07218269816784685,-0.032057158587332414,0.2554978667281455,0.3546173001321926,-0.033058418123939344,-0.004868334726250657,0.2540255062423925,-0.27140057752652696,,,0.9586764344137573,0.8349211336414355,0.9139110174354693,0.9631532508348044,0.7120996241403712,0.589999271378827,0.5007279441381004,0.5374036518716894,,,,,,,,,,,,,,,,,,,,,,
44663,0.416309,0.76824,0.381974,0.60515,0.463519,0.532189,dbscan,0.5825,0.4175,0.165,0.20701249614266723,-0.3603950532264591,0.12579508316449392,0.10447668660461415,0.06925337572157039,-0.2327117534229526,0.39644862474859927,0.18058599422428956,0.2756846934582281,-0.22559290964509995,3.0584232681272154,4.247167741699284,1.5307532430638935,1.4362665852953602,2.597648022677485,2.7015323930679696,1.358496058178668,1.406168626867446,3.9876015455788156,1.2715284612588895,0.1610936094871592,0.13055391578930822,,,,,,,,,2.2649388793906082,0.9240966133628702,,,,,,,,
1,0.616667,0.805556,0.683333,0.516667,0.55,0.577778,dbscan,1.0,0.761111,0.238889,0.45790357906073564,0.5463097244367491,0.16428152111884178,-0.41555275383430695,0.13185726745336665,-0.22006642057694137,0.18117577429545906,0.5307942814463631,0.24306677103100877,0.052202438307279206,3.3515364276158897,4.4089126314084846,3.4607972675850043,3.184373668418554,1.9423224304636484,1.8997825595187465,2.7972446039075316,4.673076851887947,2.4695460039714274,1.9538928032665341,,,,,,,,,,,,,,,,,,,,
44259,0.5,0.661111,0.5,0.711111,0.505556,0.5,gmm,1.0,0.538889,0.461111,0.40578409424926903,-0.49635631041276207,0.19671147306602463,-0.38888807985341123,0.2395478201578081,-0.027471288576781862,0.3587760472352783,0.11744397567063508,,,3.0139332904064116,4.660266869983542,3.2600808491863935,2.669009135123394,2.6930545141497597,1.9387174483744927,2.123203568270394,2.41055828445485,,,,,,,,,,,,,,,,,,,,,,
44158,0.655257,0.629584,0.650367,0.652812,0.627139,0.704156,dictlearn,0.812314,0.500497,0.311817,0.35711832576966945,0.004924011582369762,-0.0032881967102741574,0.400939723775802,0.40310290100218216,0.38012217420011357,0.07267178078025908,0.284091420733957,,,6.915662511353304,2.313195154814423,1.58303062052227,2.137984345557413,2.3954637134255985,1.885256697537827,1.97702114934297,1.9624050580737635,,,,,,,,,,,,,,,,,,,,,,
45547,0.703387,0.814956,0.7059,0.806614,0.81757,0.772741,autoenc,0.710643,0.500286,0.210357,0.27153858875446213,0.3009215290656738,0.4036354884719393,-0.18049212655777933,-0.25598165356821445,-0.33776897967376035,-0.28275349277435435,-0.13353637583027528,,,1.3177900442660082,1.132877219027614,0.6757592962687626,0.5176561233838609,0.8169718213742718,1.2095763463867755,0.5225266629489098,0.4235241702044638,,,,,,,,,,,,,,,,,,,,,,
44395,0.830409,0.845029,0.830409,0.830409,0.830409,0.748538,dbscan,0.855,0.5,0.355,0.8343869304709627,0.32926490813877224,0.28839578666144783,0.1881948965950417,-0.09138586071424788,0.12245511611425551,-0.25259856287608873,0.16730157112929916,,,3.1814260740539875,0.8909693204424102,0.5229930659703091,0.34513680307628797,0.6005809345462336,0.8736551002673422,0.5217818121192276,0.46061008719713087,,,,,,,,,,,,,,,,,,,,,,
816,0.60369,0.60738,0.681919,0.802952,0.659779,0.612546,gmm,0.826724,0.502135,0.324588,-0.0014911816603011261,0.0019507301199999801,0.004489364551083834,-0.004143867093012345,-0.002498404049415435,0.001186039949115038,0.005279536205056192,-0.005360113351292652,,,0.14745738818999918,0.14499316898260461,0.1505541823763319,0.14129236784292076,0.14382975827401173,0.14211498410694384,0.14432548060129455,0.14208474974805763,,,,,,,,,,,,,,,,,,,,,,
721,0.885714,0.6,0.771429,0.885714,0.657143,0.571429,kmeans,0.875,0.525,0.35,0.007353986523634957,-0.010383406438998058,0.014817159741841477,0.035369393555850004,0.005749444196869456,0.009935484639260696,-0.02466217412603431,-0.013500220936712933,,,0.2120376050413147,0.21898877926315302,0.2143941520470404,0.21210974450041734,0.17931462351358363,0.19748073324329335,0.29302765300962635,0.1565039517806421,,,,,,,,,,,,,,,,,,,,,,
335,0.5,0.981818,0.581818,0.5,0.718182,0.436364,dbscan,0.990991,0.522523,0.468468,0.009054860796076068,0.006187025440641749,-0.021703232201380443,0.012603822326477223,0.012876170738919982,0.01184667613735206,-0.009005597623143438,-0.009427747180982183,,,0.4374482231213641,0.42495079857605483,0.3474232111612798,0.4082588404960056,0.4010009660350966,0.3949445153497231,0.38137489267043445,0.3344930043986806,,,,,,,,,,,,,,,,,,,,,,
896,0.702381,0.702381,0.642857,0.833333,0.702381,0.642857,gmm,0.84,0.56,0.28,0.03328953195685311,0.025519005243740053,-0.003310841198725456,0.01624287633716124,0.013572283612286849,-0.021073516024875175,0.013875291222443721,0.01170967082872488,,,0.5678819108074071,0.3055481376064665,0.32788102951279535,0.3602857858238175,0.397023070364451,0.42921819255000315,0.40399906694139814,0.35776691607846667,,,,,,,,,,,,,,,,,,,,,,
46584,0.72973,0.608108,0.513514,0.689189,0.756757,0.743243,autoenc,0.552239,0.313433,0.238806,0.11949661210566691,-0.035399937407053945,0.05198274119092419,0.1814777775176119,-0.10648558478824839,0.10588217777890307,0.1648925208970647,0.04285335082946809,,,1.8118369133349097,1.1173645586689391,1.2248603345947446,1.0283748254740128,1.0699793978507763,1.288689239362607,1.312417128275845,0.9751335386534781,,,,,,,,,,,,,,,,,,,,,,
45022,0.954142,1.058353,0.988504,0.98738,0.948144,0.926653,dbscan,0.562878,0.5,0.062878,-0.00043533574608027527,0.12511260208603633,-0.12949502837512022,-0.05515796017408893,0.08456649802537095,-0.10492157634419468,0.08721840631869557,0.12802325180994542,,,0.18589409032217202,0.5646290749210706,0.3456706025369969,0.09903523152356077,0.21093021322486535,0.13866792288831173,0.7352400662418758,0.14390716352939742,,,,,,,,,,,,,,,,,,,,,,
45026,0.700486,0.700486,0.700486,0.700486,0.700486,0.703266,dictlearn,0.7195,0.5,0.2195,0.6036921586461671,0.144051241570073,0.03989616858487491,0.02706506065944271,-0.15600370735295863,0.18057845226416047,-0.11368016853387547,0.13449423857072532,,,6.997606473683832,0.622671405990936,0.4973327200765516,0.5188027609641267,0.446038988491018,0.2624479714440974,0.24094763736709118,0.39945342460636807,,,,,,,,,,,,,,,,,,,,,,
32,0.687299,0.326914,0.699679,0.821641,0.684548,0.574966,gmm,0.991814,0.104138,0.887676,-0.16173678027884855,-0.14422500121428697,0.11466378202547843,0.20973502487811999,0.06161191380022693,-0.0424358119426064,0.03152082485977164,0.05450115929474445,0.12304502380601189,0.15303639135291264,0.27993958853050127,0.27035174058201555,0.3137957524926073,0.3645702811245682,0.23506505027070826,0.1401822537973966,0.11541541952139336,0.19605111955415785,0.24569521386151694,0.5096880142290977,0.0562937278067477,-0.18357593838643985,-0.0065909105288460435,0.07523953545959618,0.09089476948987543,0.05269820259681457,0.1612464243202319,-0.1391218735808926,0.08840066340893324,0.08894340274749653,0.12100692841708986,0.3435460712028565,0.2225803264306427,0.1364061885327369,0.20145361914267274,0.1393749188105104,0.6075741090546909,0.47957603228665135,0.2071319858995306,0.19809483745613235
